Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,ESI-1,ESI-2,ESI-3,ESI-4,LDI-1,LDI-2,LDI-3,LDI-4,APCI-1,APCI-2,APCI-3,APCI-4,APPI-1,APPI-2,APPI-3,APPI-4
402.163924,21,26,7,0,1,0,0,0,CHO,Lignin,403.1712005,0.018751885,2,0,0,0,0,0,2890883,2983251,2600647,4837827,0,3543810,0,0,0,0,0
403.00954,21,8,9,0,0,0,0,0,CHO,ConHC,404.0168165,0.038089553,2,0,0,0,0,6136471,0,0,0,0,0,0,0,0,0,0,0
403.030672,18,12,11,0,0,0,0,0,CHO,ConHC,404.0379485,0.031584706,3,6684561,0,2838930,0,3842718,0,0,0,3295963,0,0,0,0,0,7175549,0
403.045935,22,12,8,0,0,0,0,0,CHO,ConHC,404.0532115,0.01458996,3,0,0,0,0,14432932,0,4281011,0,0,0,0,0,0,0,0,0
403.05517,12,20,13,0,0,1,0,0,CHOS,Other,404.0624465,0.037005221,6,2727830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.061095,26,12,5,0,0,0,0,0,CHO,ConHC,404.0683715,0.252503851,3,0,0,0,0,2537129,0,0,2557943,0,0,0,0,0,0,0,0
403.0670637,19,16,10,0,0,0,0,0,CHO,Lignin,404.0743401,0.016352733,3,9578392,0,5865882,3166961,10943147,0,4512444,0,11313894,0,7805963,0,3658420,2430922,11074951,0
403.07052,16,20,10,0,0,1,0,0,CHOS,Lignin,404.0777965,-0.195293779,5,3310489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.07994,27,16,2,0,0,1,0,0,CHOS,ConHC,404.0872165,-0.287113958,5,0,0,0,0,0,4998627,0,3918845,0,0,0,0,0,0,0,0
403.082305,23,16,7,0,0,0,0,0,CHO,ConHC,404.0895815,0.052962068,3,0,0,0,0,15874736,8523236,11461313,10097662,0,0,0,0,0,0,0,0
403.0882833,16,20,12,0,0,0,0,0,CHO,Tannin,404.0955598,-0.207111935,3,3880861,0,3553694,0,0,0,0,0,0,0,0,0,0,0,3209613,0
403.0975575,27,16,4,0,0,0,0,0,CHO,ConHC,404.104834,0.061952043,4,0,0,0,0,4140726,7726570,5501640,7087107,0,0,0,0,0,0,0,0
403.098705,0,0,0,0,0,0,0,0,,None,404.1059815,0,2,0,0,0,0,0,0,0,0,3699441,0,5114900,0,0,0,0,0
403.1034567,20,20,9,0,0,0,0,0,CHO,Lignin,404.1107332,-0.002291402,2,16172961,7194898,18999712,11832056,12880568,6895084,12800714,10396677,49271540,11616596,57807892,10811198,15636153,20913104,11689361,8686124
403.11329,0,0,0,0,0,0,0,0,,None,404.1205665,0,3,0,0,0,0,0,0,0,2500616,0,0,0,0,0,0,0,0
403.11618,28,20,1,0,0,1,0,0,CHOS,ConHC,404.1234565,0.072965871,5,0,0,0,0,0,7426545,0,4704265,0,0,0,0,0,0,0,0
403.1187267,24,20,6,0,0,0,0,0,CHO,Lignin,404.1260031,-0.036520656,3,0,0,0,0,10406589,19195378,17294032,19715082,3908343,0,3817498,0,0,0,0,0
403.1245868,17,24,11,0,0,0,0,0,CHO,Lignin,404.1318632,-0.004034087,4,0,6189334,8325541,6732541,0,4193780,3950290,5067788,4272889,5824857,20362268,4171587,5224125,12053461,0,6998575
403.13395,28,20,3,0,0,0,0,0,CHO,ConHC,404.1412265,0.044641375,3,0,0,0,0,0,9539064,4350678,6808591,0,0,0,0,0,0,0,0
403.135225,0,0,0,0,0,0,0,0,,None,404.1425015,0,1,0,0,0,0,0,0,0,0,7398141,0,4936735,0,0,0,0,0
403.1398461,21,24,8,0,0,0,0,0,CHO,Lignin,404.1471225,-0.011879164,2,8009641,2868505,7180712,4619008,20032196,21169658,27144920,21312530,66999036,13324637,60068896,13350726,2950847,5077976,4670875,2902577
403.1550925,25,24,5,0,0,0,0,0,CHO,Lignin,404.162369,0.012158529,2,0,0,0,0,3421898,14980608,10199774,12620822,0,0,0,0,0,0,0,0
403.176266,22,28,7,0,0,0,0,0,CHO,Lignin,404.1835425,-0.097018745,1,0,0,0,0,0,5955080,4104935,5225502,3558154,0,3871787,0,0,0,0,0
403.191375,26,28,4,0,0,0,0,0,CHO,Lignin,404.1986515,0.266998219,3,0,0,0,0,0,3833358,0,3915811,0,0,0,0,0,0,0,0
403.21245,23,32,6,0,0,0,0,0,CHO,Lignin,404.2197265,0.401496783,1,0,0,0,0,0,0,0,0,3073813,0,0,0,0,0,0,0
403.21596,20,36,6,0,0,1,0,0,CHOS,Protein,404.2232365,0.057174645,2,4642746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.26424,28,36,2,0,0,0,0,0,CHO,UnsatHC,404.2715165,0.034464263,1,0,0,0,0,0,0,0,0,2801446,0,2673733,0,0,0,0,0
404.01731,0,0,0,0,0,0,0,0,,None,405.0245865,0,1,0,0,0,0,4840441,0,0,0,0,0,0,0,0,0,0,0
404.03853,25,11,3,1,0,1,0,0,CHONS,ConHC,405.0458065,0.388715838,4,0,0,0,0,0,0,0,0,3581985,0,0,0,0,0,2894484,0
404.04918,21,12,8,0,1,0,0,0,CHO,ConHC,405.0564565,0.285720467,2,0,0,0,0,4180996,0,0,0,0,0,0,0,0,0,0,0
404.053805,0,0,0,0,0,0,0,0,,None,405.0610815,0,4,0,0,0,0,7537670,0,3103814,0,0,0,0,0,0,0,0,0
404.06906,12,23,10,1,0,2,0,0,CHONS,Carb,405.0763365,0.002166555,2,0,0,0,0,3307531,0,0,0,0,0,0,0,0,0,0,0
404.07047,18,16,10,0,1,0,0,0,CHO,Lignin,405.0777465,-0.110829292,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899613,0
404.074945,26,15,2,1,0,1,0,0,CHONS,ConHC,405.0822215,0.315871725,4,0,0,0,0,3005453,0,0,0,10728493,0,7046453,0,0,0,4271774,0
404.0855125,22,16,7,0,1,0,0,0,CHO,ConHC,405.092789,0.416544615,4,0,0,0,0,3396625,2722662,3363923,2540881,0,0,0,0,0,0,0,0
404.090132,0,0,0,0,0,0,0,0,,None,405.0974085,0,2,0,0,0,0,7601170,2831208,5508181,4338003,0,0,3235129,0,0,0,0,0
404.10091,26,16,4,0,1,0,0,0,CHO,ConHC,405.1081865,0.067569407,4,0,0,0,0,0,0,0,3296599,0,0,0,0,0,0,0,0
404.1045693,12,23,14,1,0,0,0,0,CHON,Other,405.1118458,0.021441042,3,0,0,0,0,0,0,0,0,0,0,0,0,2956124,5059727,0,3614392
404.10541,13,27,9,1,0,2,0,0,CHONS,AminoSugar,405.1126865,0.08981185,1,0,0,0,0,0,5369710,0,4323672,0,0,0,0,0,0,0,0
404.1068038,19,20,9,0,1,0,0,0,CHO,Lignin,405.1140803,0.016715835,2,3691651,0,3553903,0,3244568,0,3008604,0,9438264,3382835,11978046,2715667,2682716,3235983,0,0
404.1112995,27,19,1,1,0,1,0,0,CHONS,ConHC,405.1185759,0.392489444,4,0,0,0,0,3469338,0,4315229,0,17470520,5700148,18920768,4595732,2382685,3145872,3252904,0
404.1220325,23,20,6,0,1,0,0,0,CHO,Lignin,405.129309,0.08452985,3,0,0,0,0,3325981,5312373,4303970,5870942,0,0,0,0,0,0,0,0
404.1265425,0,0,0,0,0,0,0,0,,None,405.133819,0,1,0,0,0,0,3481631,5564278,4412516,5946719,0,0,0,0,0,0,0,0
404.12787,16,24,11,0,1,0,0,0,CHO,Lignin,405.1351465,0.172743393,2,0,0,0,0,0,0,0,0,0,0,4022596,0,0,0,0,0
404.13244,24,23,3,1,0,1,0,0,CHONS,Lignin,405.1397165,0.364893675,3,0,0,0,0,0,0,0,0,0,0,6608198,0,0,0,0,0
404.13716,27,20,3,0,1,0,0,0,CHO,ConHC,405.1444365,0.402027537,3,0,0,0,0,0,2890618,0,2940771,0,0,0,0,0,0,0,0
404.1431938,20,24,8,0,1,0,0,0,CHO,Lignin,405.1504702,0.005845038,2,0,0,0,0,4126757,4783997,6370410,5080421,14697539,3343931,14185800,3447835,0,0,0,0
404.147685,0,0,0,0,0,0,0,0,,None,405.1549615,0,4,0,0,0,0,3403814,3839870,8877164,6350182,13427781,3438140,13579594,2624028,0,0,0,0
404.15833,24,24,5,0,1,0,0,0,CHO,Lignin,405.1656065,0.301732966,4,0,0,0,0,0,4505475,0,2875754,0,0,0,0,0,0,0,0
404.16287,0,0,0,0,0,0,0,0,,None,405.1701465,0,1,0,0,0,0,0,2877316,0,2791788,0,0,0,0,0,0,0,0
405.02522,21,10,9,0,0,0,0,0,CHO,ConHC,406.0324965,-0.035827132,3,0,0,0,0,13716827,0,4410829,0,0,0,0,0,0,0,0,0
405.0463367,18,14,11,0,0,0,0,0,CHO,ConHC,406.0536131,-0.004533999,3,22661464,0,11184944,2646142,4083042,0,0,0,4994410,0,0,0,0,0,13594542,0
405.04697,0,0,0,0,0,0,0,0,,None,406.0542465,0,4,0,0,0,0,0,5056729,0,0,0,0,0,0,0,0,0,0
405.0615325,22,14,8,0,0,0,0,0,CHO,ConHC,406.068809,0.143964074,3,0,0,0,0,17706344,3440863,8074715,5031580,0,0,0,0,0,0,0,0
405.07449,0,0,0,0,0,0,0,0,,None,406.0817665,0,4,0,0,0,0,0,3288292,2756576,0,0,0,0,0,0,0,0,0
405.0768275,26,14,5,0,0,0,0,0,CHO,ConHC,406.084104,0.048248675,3,0,0,0,0,4888941,4274405,4230626,5494433,0,0,0,0,0,0,0,0
405.07791,0,0,0,0,0,0,0,0,,None,406.0851865,0,4,0,0,0,0,0,0,0,0,2557300,0,0,0,0,0,0,0
405.08033,23,18,5,0,0,1,0,0,CHOS,ConHC,406.0876065,-0.276020687,5,0,0,0,0,0,0,0,3239586,0,0,0,0,0,0,0,0
405.0827277,19,18,10,0,0,0,0,0,CHO,Lignin,406.0900041,-0.018020833,3,19851616,3998356,11004728,5325958,8850799,0,5639652,2693795,20993398,4145932,15746655,0,5887996,5293385,15286200,2692930
405.09283,0,0,0,0,0,0,0,0,,None,406.1001065,0,3,0,0,0,0,0,0,2792936,0,0,0,0,0,0,0,0,0
405.095555,27,18,2,0,0,1,0,0,CHOS,ConHC,406.1028315,-0.199345766,5,0,0,0,0,0,6020332,0,3929767,0,0,0,0,0,0,0,0
405.0979871,23,18,7,0,0,0,0,0,CHO,ConHC,406.1052636,-0.026291797,3,0,0,0,0,16641396,12450029,15238634,14300840,4159867,2705168,4079204,0,0,0,0,0
405.10145,20,22,7,0,0,1,0,0,CHOS,Lignin,406.1087265,-0.252927291,4,0,0,0,0,0,5941486,0,4822698,0,0,0,0,0,0,0,0
405.1038495,16,22,12,0,0,0,0,0,CHO,Tannin,406.111126,0.000468429,4,0,2988696,3989308,3363978,0,0,0,0,0,0,4080230,0,2367487,3869005,0,2396997
405.11322,27,18,4,0,0,0,0,0,CHO,ConHC,406.1204965,0.0310236,3,0,0,0,0,3958138,10193139,5834224,9590445,0,0,0,0,0,0,0,0
405.114535,26,19,1,1,1,1,0,0,CHONS,ConHC,406.1218115,0.685257753,3,0,0,0,0,0,0,0,0,2690944,0,4022889,0,0,0,0,0
405.1190979,20,22,9,0,0,0,0,0,CHO,Lignin,406.1263744,0.019561571,2,15985001,6148763,15272767,10742925,10607996,11737333,14489074,13014703,34280832,11244308,39704172,10320108,6918146,14118223,6924226,7207751
405.1325,0,0,0,0,0,0,0,0,,None,406.1397765,0,4,0,0,0,0,0,4804346,0,3950260,0,0,0,0,0,0,0,0
405.1343617,24,22,6,0,0,0,0,0,CHO,Lignin,406.1416381,0.000751593,2,0,0,0,0,8701313,19556602,15320569,19568308,3847559,0,3678831,0,0,0,0,0
405.1402513,17,26,11,0,0,0,0,0,CHO,AminoSugar,406.1475277,-0.03949102,4,0,2621087,2834244,3252369,0,2860285,0,2689719,0,0,6467185,0,0,4580692,0,2470730
405.1494933,28,22,3,0,0,0,0,0,CHO,ConHC,406.1567698,0.307202282,3,0,0,0,0,0,6316289,3400191,5615290,0,0,0,0,0,0,0,0
405.150845,0,0,0,0,0,0,0,0,,None,406.1581215,0,1,0,0,0,0,0,0,0,0,2775436,0,2839156,0,0,0,0,0
405.1554992,21,26,8,0,0,0,0,0,CHO,Lignin,406.1627756,-0.01925865,2,4462962,0,4791111,4551829,10194313,14412035,20772354,17757884,26113422,7443229,29791862,8263925,0,3269975,0,0
405.1706733,25,26,5,0,0,0,0,0,CHO,Lignin,406.1779498,0.182542865,2,0,0,0,0,0,10475785,6329863,8445633,0,0,0,0,0,0,0,0
405.19189,22,30,7,0,0,0,0,0,CHO,Lignin,406.1991665,-0.032371263,2,0,0,0,0,0,0,0,0,0,0,2695808,0,0,0,0,0
405.20709,26,30,4,0,0,0,0,0,CHO,Lignin,406.2143665,0.105817331,2,0,0,0,0,0,2917655,0,0,0,0,0,0,0,0,0,0
405.23154,20,38,6,0,0,1,0,0,CHOS,Protein,406.2388165,0.22936144,1,2756995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405.26467,24,38,5,0,0,0,0,0,CHO,Lipid,406.2719465,-0.0544871,1,0,0,0,0,0,0,0,0,2601393,0,4640406,2766092,0,0,0,0
405.279855,28,38,2,0,0,0,0,0,CHO,UnsatHC,406.2871315,0.120597273,1,0,0,0,0,0,0,0,0,4587958,0,2706074,0,0,0,0,0
406.02863,20,10,9,0,1,0,0,0,CHO,ConHC,407.0359065,-0.171260518,4,0,0,0,0,3178172,0,0,0,0,0,0,0,0,0,0,0
406.03304,28,9,1,1,0,1,0,0,CHONS,ConHC,407.0403165,0.413077804,4,0,0,0,0,6270654,0,0,0,0,0,0,0,0,0,0,0
406.04959,17,14,11,0,1,0,0,0,CHO,ConHC,407.0568665,0.244839059,3,3320383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406.0541433,25,13,3,1,0,1,0,0,CHONS,ConHC,407.0614198,0.477025277,4,0,0,0,0,0,0,0,0,22050484,0,8923009,0,0,0,5910730,0
406.05576,0,0,0,0,0,0,0,0,,None,407.0630365,0,3,0,0,0,0,0,0,0,0,2750133,0,0,0,0,0,0,0
406.06494,21,14,8,0,1,0,0,0,CHO,ConHC,407.0722165,0.014241011,3,0,0,0,0,4107977,0,0,0,0,0,0,0,0,0,0,0
406.0694725,0,0,0,0,0,0,0,0,,None,407.076749,0,4,0,0,0,0,7886539,0,3258226,2788338,0,0,2578310,0,0,0,0,0
406.0847325,12,25,10,1,0,2,0,0,CHONS,Carb,407.092009,-0.052956529,2,0,0,0,0,2996432,2978410,2755449,4576247,0,0,0,0,0,0,0,0
406.0861125,18,18,10,0,1,0,0,0,CHO,Lignin,407.093389,-0.091699549,2,4024903,0,2824200,0,0,0,0,0,2566847,0,3373963,0,0,0,0,0
406.0905733,26,17,2,1,0,1,0,0,CHONS,ConHC,407.0978498,0.367687736,4,0,0,0,0,0,0,0,0,9496256,0,9619340,0,0,0,3173588,0
406.1012867,22,18,7,0,1,0,0,0,CHO,ConHC,407.1085631,0.109643366,3,0,0,0,0,2955990,0,3818879,4058108,0,0,0,0,0,0,0,0
406.1057783,0,0,0,0,0,0,0,0,,None,407.1130548,0,2,0,0,0,0,6364888,4512370,6045569,5117950,3688133,0,3983249,0,0,0,0,0
406.11652,26,18,4,0,1,0,0,0,CHO,ConHC,407.1237965,0.165642786,4,0,0,0,0,0,2879094,0,3501058,0,0,0,0,0,0,0,0
406.12105,13,29,9,1,0,2,0,0,CHONS,Other,407.1283265,0.114087174,1,0,0,0,0,0,4138616,0,5369859,0,0,0,0,0,0,0,0
406.1224189,19,22,9,0,1,0,0,0,CHO,Lignin,407.1296954,0.102638377,2,4170319,2548576,3428368,0,3080925,0,3507080,0,7200459,0,9236374,3004870,0,2685456,0,0
406.1269488,27,21,1,1,0,1,0,0,CHONS,ConHC,407.1342252,0.392436966,4,0,0,0,0,0,2644090,2689930,3194373,11249356,4819959,15288215,4251079,0,3619345,0,0
406.1376525,23,22,6,0,1,0,0,0,CHO,Lignin,407.144929,0.157952894,3,0,0,0,0,2528995,4617855,4485006,4452361,0,0,0,0,0,0,0,0
406.14208,0,0,0,0,0,0,0,0,,None,407.1493565,0,1,0,0,0,0,0,2999936,3237776,4199435,0,0,0,0,0,0,0,0
406.15298,27,22,3,0,1,0,0,0,CHO,ConHC,407.1602565,-0.01733121,2,0,0,0,0,0,2652804,0,0,0,0,0,0,0,0,0,0
406.158828,20,26,8,0,1,0,0,0,CHO,Lignin,407.1661045,0.04465578,1,0,0,0,0,0,2844295,4945815,4763664,6096599,0,6770593,0,0,0,0,0
406.174005,24,26,5,0,1,0,0,0,CHO,Lignin,407.1812815,0.238999248,4,0,0,0,0,0,3187341,0,2633749,0,0,0,0,0,0,0,0
407.00441,20,8,10,0,0,0,0,0,CHO,ConHC,408.0116865,0.147081375,2,0,0,0,0,8251413,0,0,0,0,0,0,0,0,0,0,0
407.0256033,17,12,12,0,0,0,0,0,CHO,ConHC,408.0328798,-0.009680135,3,6695712,0,0,0,0,0,0,0,2523124,0,0,0,0,0,5265886,0
407.02858,0,0,0,0,0,0,0,0,,None,408.0358565,0,5,0,0,0,0,0,2909143,0,0,0,0,0,0,0,0,0,0
407.04087,21,12,9,0,0,0,0,0,CHO,ConHC,408.0481465,-0.035492821,3,0,0,0,0,17969186,0,5224701,0,0,0,0,0,0,0,0,0
407.0537,29,12,1,0,0,1,0,0,CHOS,ConHC,408.0609765,-0.222441216,4,0,0,0,0,0,0,3186946,0,0,0,0,0,0,0,0,0
407.0561,25,12,6,0,0,0,0,0,CHO,ConHC,408.0633765,0.028551741,3,0,0,0,0,4284455,0,0,0,0,0,0,0,0,0,0,0
407.0574,24,13,3,1,1,1,0,0,CHONS,ConHC,408.0646765,0.716429862,4,0,0,0,0,0,0,0,0,3195903,0,2633902,0,0,0,0,0
407.0619879,18,16,11,0,0,0,0,0,CHO,Lignin,408.0692644,-0.007443473,4,37268264,3703835,15359188,5234198,4567081,0,2626821,0,11929600,0,4645040,0,4309316,2542277,18121192,0
407.06513,0,0,0,0,0,0,0,0,,None,408.0724065,0,2,0,0,0,0,0,2982885,0,0,0,0,0,0,0,0,0,0
407.0749,26,16,3,0,0,1,0,0,CHOS,ConHC,408.0821765,-0.395501174,7,0,0,0,0,0,3092457,0,2786631,0,0,0,0,0,0,0,0
407.077292,22,16,8,0,0,0,0,0,CHO,ConHC,408.0845685,-0.124916461,3,0,0,0,0,18878510,4966378,9996555,5820744,0,0,3612852,0,0,0,0,0
407.08994,0,0,0,0,0,0,0,0,,None,408.0972165,0,5,0,0,0,0,0,3786735,3136785,2886988,0,0,0,0,0,0,0,0
407.09243,26,16,5,0,0,0,0,0,CHO,ConHC,408.0997065,0.164560814,3,0,0,0,0,5582900,7533552,6347026,9156941,0,0,0,0,0,0,0,0
407.09375,25,17,2,1,1,1,0,0,CHONS,ConHC,408.1010265,0.803369751,3,0,0,0,0,0,0,0,0,0,0,3037369,0,0,0,0,0
407.09582,23,20,5,0,0,1,0,0,CHOS,Lignin,408.1030965,0.117557599,4,0,0,0,0,0,2611185,0,0,0,0,0,0,0,0,0,0
407.0983877,19,20,10,0,0,0,0,0,CHO,Lignin,408.1056642,-0.042461748,4,17025842,7031842,14367963,8562205,7254070,3909618,5450004,4489551,13776908,6055122,21280954,3967643,6474058,9256652,8249843,4486242
407.10757,30,16,2,0,0,0,0,0,CHO,ConHC,408.1148465,0.449116031,2,0,0,0,0,0,3220982,0,2614610,0,0,0,0,0,0,0,0
407.1109,0,0,0,0,0,0,0,0,,None,408.1181765,0,3,0,0,0,0,0,0,0,3541331,0,0,0,0,0,0,0,0
407.11132,27,20,2,0,0,1,0,0,CHOS,ConHC,408.1185965,-0.479984695,4,0,0,0,0,0,7523319,0,0,0,0,0,0,0,0,0,0
407.1136275,23,20,7,0,0,0,0,0,CHO,Lignin,408.120904,-0.002377188,3,0,0,0,0,13307963,15617016,17058074,18233684,11794449,3899605,10213567,3964575,0,0,0,0
407.1195373,16,24,12,0,0,0,0,0,CHO,Carb,408.1268137,-0.091898593,4,0,4557863,6315232,4988450,0,2643962,0,0,0,0,6936769,0,3729741,8189649,0,4086885
407.12882,27,20,4,0,0,0,0,0,CHO,ConHC,408.1360965,0.153535844,4,0,0,0,0,2629697,12921854,6514977,10000729,0,0,0,0,0,0,0,0
407.13001,0,0,0,0,0,0,0,0,,None,408.1372865,0,2,0,0,0,0,0,0,0,0,0,0,4303044,0,0,0,0,0
407.1347563,20,24,9,0,0,0,0,0,CHO,Lignin,408.1420328,-0.001081315,2,11094841,6118442,16100579,10223141,4747331,10972160,11090211,10885467,29849624,9827546,38377668,7668387,4301136,9146067,3729917,4918375
407.1500125,24,24,6,0,0,0,0,0,CHO,Lignin,408.157289,-0.001136523,1,0,0,0,0,5533768,16387078,12626217,15137120,0,0,0,0,0,0,0,0
407.16528,28,24,3,0,0,0,0,0,CHO,UnsatHC,408.1725565,-0.028983281,3,0,0,0,0,0,4729868,2764079,4032870,0,0,0,0,0,0,0,0
407.171177,21,28,8,0,0,0,0,0,CHO,Lignin,408.1784535,-0.087195391,2,2604866,0,4279531,2489900,0,4836366,3729714,4196712,8738852,2673890,11389136,3285675,0,0,0,0
407.18645,25,28,5,0,0,0,0,0,CHO,Lignin,408.1937265,-0.12851148,2,0,0,0,0,0,6349844,0,4430189,0,0,0,0,0,0,0,0
407.22874,19,36,9,0,0,0,0,0,CHO,Protein,408.2360165,-0.205058781,1,0,0,0,2627128,0,0,0,0,0,0,0,0,0,0,0,0
407.24721,20,40,6,0,0,1,0,0,CHOS,Protein,408.2544865,0.17939722,1,3018580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.01227,27,7,2,1,0,1,0,0,CHONS,ConHC,409.0195465,0.495568541,2,0,0,0,0,4265337,0,0,0,0,0,0,0,0,0,0,0
408.03347,24,11,4,1,0,1,0,0,CHONS,ConHC,409.0407465,0.322876929,4,0,0,0,0,0,0,0,0,2616642,0,0,0,0,0,0,0
408.04421,20,12,9,0,1,0,0,0,CHO,ConHC,409.0514865,0.00086791,3,0,0,0,0,4541829,0,0,0,0,0,0,0,0,0,0,0
408.04869,28,11,1,1,0,1,0,0,CHONS,ConHC,409.0559665,0.411199283,4,0,0,0,0,6029702,0,0,0,0,0,0,0,0,0,0,0
408.06393,11,23,11,1,0,2,0,0,CHONS,Carb,409.0712065,0.111226895,2,0,0,0,0,3429772,0,0,0,0,0,0,0,0,0,0,0
408.06536,17,16,11,0,1,0,0,0,CHO,Lignin,409.0726365,-0.04955692,2,6949907,0,3410342,0,0,0,0,0,0,0,0,0,0,0,3530504,0
408.06987,25,15,3,1,0,1,0,0,CHONS,ConHC,409.0771465,0.287417963,4,0,0,0,0,0,0,0,0,7981391,0,4364768,0,0,0,6177545,0
408.0806,21,16,8,0,1,0,0,0,CHO,ConHC,409.0878765,-0.010116848,3,0,0,0,0,5097874,0,0,0,0,0,0,0,0,0,0,0
408.08508,0,0,0,0,0,0,0,0,,None,409.0923565,0,4,0,0,0,0,6936979,2731376,3865255,0,3928404,0,4706788,0,0,0,0,0
408.09599,0,0,0,0,0,0,0,0,,None,409.1032665,0,2,0,0,0,0,0,2661749,0,0,0,0,0,0,0,0,0,0
408.1002633,12,27,10,1,0,2,0,0,CHONS,Other,409.1075398,0.238745751,2,0,0,0,0,0,4412790,4158125,4134564,0,0,0,0,0,0,0,0
408.1017,18,20,10,0,1,0,0,0,CHO,Lignin,409.1089765,0.061680191,3,3673115,0,3216814,0,0,0,0,0,0,0,4201961,0,0,0,0,0
408.106164,0,0,0,0,0,0,0,0,,None,409.1134405,0,3,0,0,0,0,0,0,0,0,7682395,3597751,12855786,2739066,0,3117968,0,0
408.1169617,22,20,7,0,1,0,0,0,CHO,Lignin,409.1242381,0.048153963,3,0,0,0,0,3602846,3462525,4620980,4517545,3265886,0,3162606,0,0,0,0,0
408.1214671,0,0,0,0,0,0,0,0,,None,409.1287436,0,2,0,0,0,0,3469728,4181375,5049014,4874923,3907936,2726842,4778479,0,0,0,0,0
408.12732,23,23,4,1,0,1,0,0,CHONS,Lignin,409.1345965,0.445953536,3,0,0,0,0,0,0,0,0,0,0,2905585,0,0,0,0,0
408.132255,26,20,4,0,1,0,0,0,CHO,ConHC,409.1395315,-0.042769468,3,0,0,0,0,0,3321219,0,2932398,0,0,0,0,0,0,0,0
408.13669,0,0,0,0,0,0,0,0,,None,409.1439665,0,0,0,0,0,0,0,3382660,0,0,0,0,0,0,0,0,0,0
408.1381729,19,24,9,0,1,0,0,0,CHO,Lignin,409.1454493,-0.151821126,2,2501668,0,3852725,2522865,0,0,3424956,2571952,6291813,0,7895540,0,0,0,0,0
408.1426267,27,23,1,1,0,1,0,0,CHONS,UnsatHC,409.1499031,0.322429634,3,0,0,0,0,0,0,0,0,4512103,3744191,7184886,0,0,0,0,0
408.1533967,23,24,6,0,1,0,0,0,CHO,Lignin,409.1606731,-0.072814297,2,0,0,0,0,0,5229963,2699970,4078262,0,0,0,0,0,0,0,0
408.15784,0,0,0,0,0,0,0,0,,None,409.1651165,0,1,0,0,0,0,0,0,0,2696887,0,0,0,0,0,0,0,0
408.17443,20,28,8,0,1,0,0,0,CHO,Lignin,409.1817065,0.161900004,1,0,0,0,0,0,0,0,0,0,0,3116543,0,0,0,0,0
409.02012,20,10,10,0,0,0,0,0,CHO,ConHC,410.0273965,0.000183207,2,0,0,0,0,16167647,0,4660262,0,2605707,0,0,0,0,0,7711771,0
409.03529,24,10,7,0,0,0,0,0,CHO,ConHC,410.0425665,0.210243587,4,0,0,0,0,3000036,0,0,0,0,0,0,0,0,0,0,0
409.04118,17,14,12,0,0,0,0,0,CHO,Tannin,410.0484565,0.169364666,3,5340408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409.0565267,21,14,9,0,0,0,0,0,CHO,ConHC,410.0638031,-0.051419429,3,0,0,0,0,19100396,0,6577205,0,0,0,0,0,0,0,3214374,0
409.06576,32,10,1,0,0,0,0,0,CHO,ConHC,410.0730365,0.313300823,5,3335422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409.0695,0,0,0,0,0,0,0,0,,None,410.0767765,0,2,0,0,0,0,0,3952366,3827770,2551789,0,0,0,0,0,0,0,0
409.071745,25,14,6,0,0,0,0,0,CHO,ConHC,410.0790215,0.040760729,3,0,0,0,0,6322929,4736751,3512379,5147630,0,0,0,0,0,0,0,0
409.077646,18,18,11,0,0,0,0,0,CHO,Lignin,410.0849225,-0.02696293,5,14638337,2670001,8265340,4249521,5696243,0,0,0,9101982,0,7482129,0,3439254,0,11121708,0
409.08078,0,0,0,0,0,0,0,0,,None,410.0880565,0,2,0,0,0,0,0,2555635,0,0,0,0,0,0,0,0,0,0
409.08679,0,0,0,0,0,0,0,0,,None,410.0940665,0,2,0,0,0,0,0,0,0,2668531,0,0,0,0,0,0,0,0
409.090505,26,18,3,0,0,1,0,0,CHOS,ConHC,410.0977815,-0.283670835,7,0,0,0,0,0,5707511,0,3900405,0,0,0,0,0,0,0,0
409.092892,22,18,8,0,0,0,0,0,CHO,Lignin,410.1001685,-0.00222453,2,0,0,0,0,17052408,7368440,12414019,8668149,10513059,3201688,10001174,3150934,0,3909714,3003440,0
409.0965,0,0,0,0,0,0,0,0,,None,410.1037765,0,2,0,0,0,2986933,0,0,0,0,0,0,0,0,0,0,0,0
409.105745,0,0,0,0,0,0,0,0,,None,410.1130215,0,4,0,0,0,0,0,6094589,0,3077626,0,0,0,0,0,0,0,0
409.1081225,26,18,5,0,0,0,0,0,CHO,ConHC,410.115399,0.06027918,3,0,0,0,0,4979454,11108093,9100362,11090938,0,0,0,0,0,0,0,0
409.10929,0,0,0,0,0,0,0,0,,None,410.1165665,0,3,0,0,0,0,0,0,0,0,0,0,3628827,0,0,0,0,0
