Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,SAMPLE A,SAMPLE B,SAMPLE C,SAMPLE D
493.20201,32,30,5,0,0,0,0,0,CHO,Lignin,494.2092865,0.076094523,3,0,0,0,0
493.20824,0,0,0,0,0,0,0,0,,None,494.2155165,0,3,0,0,0,0
493.2230067,29,34,7,0,0,0,0,0,CHO,Lignin,494.2302831,0.344601614,4,0,0,0,0
494.04447,23,14,12,0,1,0,0,0,CHO,ConHC,495.0517465,0.271255522,6,0,0,0,0
494.04914,31,13,4,1,0,1,0,0,CHONS,ConHC,495.0564165,0.226507558,6,0,0,0,0
494.06436,35,13,1,1,0,1,0,0,CHONS,ConHC,495.0716365,0.299487406,6,0,0,0,0
494.07364,25,21,6,1,0,2,0,0,CHONS,Lignin,495.0809165,0.226882144,7,0,0,0,0
494.080915,24,18,11,0,1,0,0,0,CHO,ConHC,495.0881914,0.151125381,7,0,0,0,0
494.0854075,32,17,3,1,0,1,0,0,CHONS,ConHC,495.092684,0.464842902,7,0,0,0,0
494.100675,15,29,13,1,0,2,0,0,CHONS,Carb,495.1079515,0.161452709,5,0,0,0,0
494.106595,29,21,5,1,0,1,0,0,CHONS,ConHC,495.1138715,0.347420927,7,0,0,0,0
494.1177,0,0,0,0,0,0,0,0,,None,495.1249765,0,5,0,0,0,0
494.12178,33,21,2,1,0,1,0,0,CHONS,ConHC,495.1290565,0.491077259,6,0,0,0,0
494.13254,29,22,7,0,1,0,0,0,CHO,ConHC,495.1398165,0.184658589,6,0,0,0,0
494.1368733,0,0,0,0,0,0,0,0,,None,495.1441498,0,5,0,0,0,0
494.1386733,22,26,12,0,1,0,0,0,CHO,Lignin,495.1459498,-0.340632118,5,2545382,0,0,0
494.14306,30,25,4,1,0,1,0,0,CHONS,Lignin,495.1503365,0.186850767,6,0,0,0,0
494.15383,26,26,9,0,1,0,0,0,CHO,Lignin,495.1611065,-0.139743569,5,0,0,0,0
494.1581225,0,0,0,0,0,0,0,0,,None,495.165399,0,4,0,0,0,0
494.16863,0,0,0,0,0,0,0,0,,None,495.1759065,0,5,0,0,0,0
494.16916,30,26,6,0,1,0,0,0,CHO,Lignin,495.1764365,-0.28891092,4,0,0,0,0
494.17312,0,0,0,0,0,0,0,0,,None,495.1803965,0,5,0,0,0,0
494.1751,0,0,0,0,0,0,0,0,,None,495.1823765,0,5,0,0,0,0
494.17934,31,29,3,1,0,1,0,0,CHONS,UnsatHC,495.1866165,0.399900792,6,0,0,0,0
494.1901333,27,30,8,0,1,0,0,0,CHO,Lignin,495.1974098,0.026206491,4,0,0,0,0
495.03577,27,12,10,0,0,0,0,0,CHO,ConHC,496.0430465,0.000280863,5,0,0,0,0
495.056915,24,16,12,0,0,0,0,0,CHO,ConHC,496.0641915,-0.031221927,5,0,0,0,0
495.07224,28,16,9,0,0,0,0,0,CHO,ConHC,496.0795165,-0.170042054,5,0,0,0,0
495.07737,0,0,0,0,0,0,0,0,,None,496.0846465,0,5,0,0,0,0
495.078015,21,20,14,0,0,0,0,0,CHO,Tannin,496.0852915,0.027988171,6,4228131,0,0,0
495.08444,0,0,0,0,0,0,0,0,,None,496.0917165,0,5,0,0,0,0
495.093286,25,20,11,0,0,0,0,0,CHO,Lignin,496.1005625,-0.001978994,6,0,0,0,0
495.09677,22,24,11,0,0,1,0,0,CHOS,Lignin,496.1040465,-0.230119832,7,0,0,3087254,0
495.10852,29,20,8,0,0,0,0,0,CHO,ConHC,496.1157965,0.042635046,5,0,0,0,0
495.1144388,22,24,13,0,0,0,0,0,CHO,Lignin,496.1217152,-0.049110399,7,5817391,0,5371803,0
495.123795,33,20,5,0,0,0,0,0,CHO,ConHC,496.1310715,0.004606887,6,0,0,0,0
495.129686,26,24,10,0,0,0,0,0,CHO,Lignin,496.1369625,-0.031191951,5,0,0,0,0
495.13549,19,28,15,0,0,0,0,0,CHO,Tannin,496.1427665,0.108362801,6,0,0,0,0
495.13668,0,0,0,0,0,0,0,0,,None,496.1439565,0,5,0,0,0,0
495.14031,0,0,0,0,0,0,0,0,,None,496.1475865,0,6,0,0,0,0
495.1449075,30,24,7,0,0,0,0,0,CHO,Lignin,496.152184,0.038613596,5,0,0,0,0
495.1507747,23,28,12,0,0,0,0,0,CHO,Lignin,496.1580511,0.050860043,5,2887739,3466609,5248934,3143696
495.15838,0,0,0,0,0,0,0,0,,None,496.1656565,0,4,0,0,0,0
495.160035,34,24,4,0,0,0,0,0,CHO,ConHC,496.1673115,0.297867104,7,0,0,0,0
495.166035,27,28,9,0,0,0,0,0,CHO,Lignin,496.1733115,0.042386036,4,0,0,0,0
495.18128,31,28,6,0,0,0,0,0,CHO,Lignin,496.1885565,0.06482318,4,0,0,0,0
495.187188,24,32,11,0,0,0,0,0,CHO,Lignin,496.1944645,-0.005232989,4,0,0,0,0
495.202435,28,32,8,0,0,0,0,0,CHO,Lignin,496.2097115,0.013174107,4,0,0,0,0
495.2176067,32,32,5,0,0,0,0,0,CHO,Lignin,496.2248831,0.183392966,2,0,0,0,0
495.24471,22,40,12,0,0,0,0,0,CHO,Protein,496.2519865,-0.019582148,3,0,0,0,5874732
495.27526,30,40,6,0,0,0,0,0,CHO,Lignin,496.2825365,-0.095611424,2,0,0,0,0
495.44178,31,60,4,0,0,0,0,0,CHO,Lipid,496.4490565,0.209382048,1,0,0,0,0
496.06032,23,16,12,0,1,0,0,0,CHO,ConHC,497.0675965,-0.132075155,7,0,0,0,0
496.06485,31,15,4,1,0,1,0,0,CHONS,ConHC,497.0721265,0.10501136,6,0,0,0,0
496.07985,35,15,1,1,0,1,0,0,CHONS,ConHC,497.0871265,0.620277419,6,0,0,0,0
496.09645,24,20,11,0,1,0,0,0,CHO,Lignin,497.1037265,0.381924355,8,0,0,0,0
496.1011333,32,19,3,1,0,1,0,0,CHONS,ConHC,497.1084098,0.310538272,5,0,0,0,0
496.11617,15,31,13,1,0,2,0,0,CHONS,Carb,497.1234465,0.472721055,7,0,0,0,0
496.122245,29,23,5,1,0,1,0,0,CHONS,ConHC,497.1295215,0.346141423,7,0,0,0,0
496.13146,19,31,10,1,0,2,0,0,CHONS,Protein,497.1387365,0.404584083,6,0,0,0,0
496.133195,25,24,10,0,1,0,0,0,CHO,Lignin,497.1404715,-0.341226856,5,0,0,0,0
496.1374225,0,0,0,0,0,0,0,0,,None,497.144699,0,5,0,0,0,0
496.14841,29,24,7,0,1,0,0,0,CHO,Lignin,497.1556865,-0.258478347,5,0,0,0,0
496.1526333,16,35,12,1,0,2,0,0,CHONS,Carb,497.1599098,0.316143123,5,0,0,0,0
496.15403,22,28,12,0,1,0,0,0,CHO,Lignin,497.1613065,0.250894264,4,0,0,0,0
496.158635,30,27,4,1,0,1,0,0,CHONS,Lignin,497.1659115,0.337077455,6,0,0,0,0
496.16146,26,27,9,1,0,0,0,0,CHON,Lignin,497.1687365,-0.311757495,4,0,0,0,0
496.169435,26,28,9,0,1,0,0,0,CHO,Lignin,497.1767115,-0.048536827,5,0,0,0,0
496.173775,0,0,0,0,0,0,0,0,,None,497.1810515,0,4,0,0,0,0
496.184745,30,28,6,0,1,0,0,0,CHO,Lignin,497.1920215,-0.156876371,4,0,0,0,0
496.20572,27,32,8,0,1,0,0,0,CHO,Lignin,497.2129965,0.153606041,4,0,0,0,0
496.24653,0,0,0,0,0,0,0,0,,None,497.2538065,0,3,0,0,0,0
497.036195,23,14,13,0,0,0,0,0,CHO,ConHC,498.0434715,-0.062103374,6,4046517,0,0,0
497.05139,27,14,10,0,0,0,0,0,CHO,ConHC,498.0586665,0.060642494,5,0,0,0,0
497.07252,24,18,12,0,0,0,0,0,CHO,ConHC,498.0797965,0.059380285,5,0,0,0,0
497.08776,28,18,9,0,0,0,0,0,CHO,ConHC,498.0950365,0.091769274,4,0,0,0,0
497.093628,21,22,14,0,0,0,0,0,CHO,Tannin,498.1009045,0.102285942,7,5138120,0,2929130,0
497.09663,0,0,0,0,0,0,0,0,,None,498.1039065,0,7,0,0,0,0
497.10048,36,18,1,0,0,1,0,0,CHOS,ConHC,498.1077565,0.159449474,8,0,0,0,0
497.10292,32,18,6,0,0,0,0,0,CHO,ConHC,498.1101965,0.284763334,4,0,0,0,0
497.1089769,25,22,11,0,0,0,0,0,CHO,Lignin,498.1162534,-0.083922767,6,0,0,0,0
497.11227,22,26,11,0,0,1,0,0,CHOS,Lignin,498.1195465,0.072072699,5,3157711,0,0,0
497.124155,29,22,8,0,0,0,0,0,CHO,ConHC,498.1314315,0.072703945,4,0,0,0,0
497.1300726,22,26,13,0,0,0,0,0,CHO,Lignin,498.137349,-0.016297339,7,10393300,3753957,10562037,6493781
497.1393567,33,22,5,0,0,0,0,0,CHO,ConHC,498.1466331,0.182041085,4,0,0,0,0
497.14095,0,0,0,0,0,0,0,0,,None,498.1482265,0,6,0,0,0,0
497.1452858,26,26,10,0,0,0,0,0,CHO,Lignin,498.1525623,0.069768559,5,3162842,0,2781690,0
497.1512333,19,30,15,0,0,0,0,0,CHO,Carb,498.1585098,-0.0793035,5,0,0,0,0
497.15182,20,34,10,0,0,2,0,0,CHOS,Protein,498.1590965,0.486241287,6,0,0,0,0
497.15728,0,0,0,0,0,0,0,0,,None,498.1645565,0,5,0,0,0,0
497.1605,30,26,7,0,0,0,0,0,CHO,Lignin,498.1677765,0.154009199,4,0,0,0,0
497.16411,27,30,7,0,0,1,0,0,CHOS,Lignin,498.1713865,-0.326111022,7,0,0,0,0
497.1664363,23,30,12,0,0,0,0,0,CHO,Lignin,498.1737127,0.027523171,4,0,0,2613760,0
497.17589,34,26,4,0,0,0,0,0,CHO,ConHC,498.1831665,-0.114704558,5,0,0,0,0
497.1817175,27,30,9,0,0,0,0,0,CHO,Lignin,498.188994,-0.022892878,4,0,0,0,0
497.1968167,31,30,6,0,0,0,0,0,CHO,Lignin,498.2040931,0.292173539,2,0,0,0,0
497.218015,28,34,8,0,0,0,0,0,CHO,Lignin,498.2252915,0.153748357,2,0,0,0,0
497.25445,29,38,7,0,0,0,0,0,CHO,Lignin,498.2617265,0.054404379,3,0,0,0,0
497.290828,30,42,6,0,0,0,0,0,CHO,Lignin,498.2981045,0.069464282,2,8865546,0,7363109,0
498.07604,23,18,12,0,1,0,0,0,CHO,ConHC,499.0833165,-0.271670231,7,0,0,0,0
498.08035,31,17,4,1,0,1,0,0,CHONS,ConHC,499.0876265,0.405264345,7,0,0,0,0
498.09531,0,0,0,0,0,0,0,0,,None,499.1025865,0,5,0,0,0,0
498.11062,0,0,0,0,0,0,0,0,,None,499.1178965,0,5,0,0,0,0
498.11268,0,0,0,0,0,0,0,0,,None,499.1199565,0,8,0,0,0,0
498.1166775,0,0,0,0,0,0,0,0,,None,499.123954,0,6,0,0,0,0
498.131655,0,0,0,0,0,0,0,0,,None,499.1389315,0,5,0,0,0,0
498.1333633,21,26,13,0,1,0,0,0,CHO,Lignin,499.1406398,0.112111662,3,2901029,0,3728161,0
498.13771,0,0,0,0,0,0,0,0,,None,499.1449865,0,4,0,0,0,0
498.148805,25,26,10,0,1,0,0,0,CHO,Lignin,499.1560815,-0.259585097,5,0,0,0,0
498.15302,0,0,0,0,0,0,0,0,,None,499.1602965,0,5,0,0,0,0
498.1640867,29,26,7,0,1,0,0,0,CHO,Lignin,499.1713631,-0.310727855,5,0,0,0,0
498.1682,0,0,0,0,0,0,0,0,,None,499.1754765,0,6,0,0,0,0
498.17055,0,0,0,0,0,0,0,0,,None,499.1778265,0,4,0,0,0,0
498.17434,30,29,4,1,0,1,0,0,CHONS,Lignin,499.1816165,0.2256646,5,0,0,0,0
498.1851475,26,30,9,0,1,0,0,0,CHO,Lignin,499.192424,-0.173414451,4,0,0,0,0
498.25798,28,38,7,0,1,0,0,0,CHO,Lignin,499.2652565,-0.296544929,2,0,0,0,0
498.26234,0,0,0,0,0,0,0,0,,None,499.2696165,0,3,0,0,0,0
498.29419,29,42,6,0,1,0,0,0,CHO,Lignin,499.3014665,0.054980251,3,2890843,0,2850642,0
498.2986633,0,0,0,0,0,0,0,0,,None,499.3059398,0,2,0,0,0,0
499.03077,26,12,11,0,0,0,0,0,CHO,ConHC,500.0380465,-0.170464189,-1,0,0,0,0
499.05178,23,16,13,0,0,0,0,0,CHO,ConHC,500.0590565,0.068259978,-1,2902361,0,0,0
499.067,27,16,10,0,0,0,0,0,CHO,ConHC,500.0742765,0.140514566,-1,0,0,0,0
499.08013,0,0,0,0,0,0,0,0,,None,500.0874065,0,-1,0,0,0,0
499.08821,24,20,12,0,0,0,0,0,CHO,Lignin,500.0954865,-0.020715404,-1,4219238,0,0,0
499.10082,32,20,4,0,0,1,0,0,CHOS,ConHC,500.1080965,0.266649392,-1,0,0,0,0
499.10344,28,20,9,0,0,0,0,0,CHO,ConHC,500.1107165,0.031541056,-1,0,0,0,0
499.10944,21,24,14,0,0,0,0,0,CHO,Tannin,500.1167165,-0.221922356,-1,3239277,0,2707526,0
499.11218,0,0,0,0,0,0,0,0,,None,500.1194565,0,-1,0,0,0,0
499.11861,32,20,6,0,0,0,0,0,CHO,ConHC,500.1258865,0.203764138,-1,0,0,0,0
499.1245648,25,24,11,0,0,0,0,0,CHO,Lignin,500.1318413,0.040682512,-1,4084082,0,0,2620578
499.12801,22,28,11,0,0,1,0,0,CHOS,Lignin,500.1352865,-0.108040727,-1,9193843,0,0,0
499.13167,0,0,0,0,0,0,0,0,,None,500.1389465,0,-1,0,0,0,0
499.13692,0,0,0,0,0,0,0,0,,None,500.1441965,0,-1,0,0,0,0
499.139758,29,24,8,0,0,0,0,0,CHO,Lignin,500.1470345,0.166511674,-1,0,0,0,0
499.145742,22,28,13,0,0,0,0,0,CHO,Lignin,500.1530185,-0.05496696,-1,0,0,4793425,3063976
499.15303,0,0,0,0,0,0,0,0,,None,500.1603065,0,-1,0,0,0,0
499.1551067,33,24,5,0,0,0,0,0,CHO,ConHC,500.1623831,-0.018499285,-1,0,0,0,0
499.1609091,26,28,10,0,0,0,0,0,CHO,Lignin,500.1681856,0.12308262,-1,0,0,3356757,0
499.1668442,19,32,15,0,0,0,0,0,CHO,Carb,500.1741207,-0.00063836,-1,18258304,0,9575511,0
499.1676,0,0,0,0,0,0,0,0,,None,500.1748765,0,-1,0,0,0,0
499.1761075,30,28,7,0,0,0,0,0,CHO,Lignin,500.183384,0.238485771,-1,0,0,0,0
499.1820533,23,32,12,0,0,0,0,0,CHO,Lignin,500.1893298,0.093349026,-1,0,0,0,0
499.19149,34,28,4,0,0,0,0,0,CHO,UnsatHC,500.1987665,-0.014153733,-1,0,0,0,0
499.1973,27,32,9,0,0,0,0,0,CHO,Lignin,500.2045765,0.112272503,-1,0,0,0,0
499.2125567,31,32,6,0,0,0,0,0,CHO,Lignin,500.2198331,0.111203614,-1,0,0,0,0
499.2700833,29,40,7,0,0,0,0,0,CHO,Lignin,500.2773598,0.087628364,-1,4393379,0,0,0
499.29922,0,0,0,0,0,0,0,0,,None,500.3064965,0,-1,0,0,0,0
499.30208,0,0,0,0,0,0,0,0,,None,500.3093565,0,-1,0,0,0,0
499.3065156,30,44,6,0,0,0,0,0,CHO,Lignin,500.313792,-0.005751262,-1,26532270,3813016,13364353,0
500.095995,31,19,4,1,0,1,0,0,CHONS,ConHC,501.1032715,0.413740304,-1,0,0,0,0
500.111335,35,19,1,1,0,1,0,0,CHONS,ConHC,501.1186115,0.246369457,-1,0,0,0,0
500.12787,24,24,11,0,1,0,0,0,CHO,Lignin,501.1351465,0.139651789,-1,0,0,0,0
500.13236,32,23,3,1,0,1,0,0,CHONS,ConHC,501.1396365,0.454629615,-1,0,0,0,0
500.1433533,28,24,8,0,1,0,0,0,CHO,Lignin,501.1506298,-0.313708502,-1,0,0,0,0
500.1474233,0,0,0,0,0,0,0,0,,None,501.1546998,0,-1,0,0,0,0
500.14927,21,28,13,0,1,0,0,0,CHO,Lignin,501.1565465,-0.40035989,-1,0,0,0,0
500.1534,0,0,0,0,0,0,0,0,,None,501.1606765,0,-1,0,0,0,0
500.164394,25,28,10,0,1,0,0,0,CHO,Lignin,501.1716705,-0.13669823,-1,0,0,0,0
500.16871,0,0,0,0,0,0,0,0,,None,501.1759865,0,-1,0,0,0,0
500.17022,18,32,15,0,1,0,0,0,CHO,Carb,501.1774965,-0.042440812,-1,3840720,0,0,0
500.17955,29,28,7,0,1,0,0,0,CHO,Lignin,501.1868265,0.063099065,-1,0,0,0,0
500.273525,28,40,7,0,1,0,0,0,CHO,Lignin,501.2808015,-0.085761074,-1,0,0,0,0
500.27803,0,0,0,0,0,0,0,0,,None,501.2853065,0,-1,0,0,0,0
500.3098775,29,44,6,0,1,0,0,0,CHO,Lignin,501.317154,-0.019915696,-1,9173759,0,3812782,0
500.31422,0,0,0,0,0,0,0,0,,None,501.3214965,0,-1,0,0,0,0
501.03097,22,14,14,0,0,0,0,0,CHO,ConHC,502.0382465,0.216501274,-1,3049456,0,0,0
501.04636,26,14,11,0,0,0,0,0,CHO,ConHC,502.0536365,-0.05014281,-1,0,0,0,0
501.06747,23,18,13,0,0,0,0,0,CHO,ConHC,502.0747465,-0.01155561,-1,4232188,0,2576017,0
501.0827,27,18,10,0,0,0,0,0,CHO,ConHC,502.0899765,0.040494575,-1,0,0,0,0
501.08855,20,22,15,0,0,0,0,0,CHO,Tannin,502.0958265,0.086777897,-1,4004867,0,0,0
501.095385,35,18,2,0,0,1,0,0,CHOS,ConHC,502.1026615,0.177344449,-1,0,0,0,0
501.09796,31,18,7,0,0,0,0,0,CHO,ConHC,502.1052365,0.032793165,-1,0,0,0,0
501.10382,24,22,12,0,0,0,0,0,CHO,Lignin,502.1110965,0.059159258,-1,3865608,0,3014300,0
501.119096,28,22,9,0,0,0,0,0,CHO,ConHC,502.1263725,0.019593116,-1,0,0,0,0
501.12493,21,26,14,0,0,0,0,0,CHO,Tannin,502.1322065,0.097737447,-1,0,0,0,0
501.12605,0,0,0,0,0,0,0,0,,None,502.1333265,0,-1,0,0,0,0
501.13441,32,22,6,0,0,0,0,0,CHO,ConHC,502.1416865,-0.09564647,-1,0,0,0,0
501.1402116,25,26,11,0,0,0,0,0,CHO,Lignin,502.147488,0.047119264,-1,3490836,0,3000999,0
501.1461503,18,30,16,0,0,0,0,0,CHO,Carb,502.1534268,-0.083313171,-1,6429718,3113185,7696041,0
501.14713,0,0,0,0,0,0,0,0,,None,502.1544065,0,-1,0,0,0,0
501.1504,0,0,0,0,0,0,0,0,,None,502.1576765,0,-1,0,0,0,0
501.1522,0,0,0,0,0,0,0,0,,None,502.1594765,0,-1,0,0,0,0
501.1554517,29,26,8,0,0,0,0,0,CHO,Lignin,502.1627281,0.079013935,-1,0,0,0,0
501.1613957,22,30,13,0,0,0,0,0,CHO,Lignin,502.1686722,-0.061964399,-1,0,0,2734765,0
501.17077,33,26,5,0,0,0,0,0,CHO,ConHC,502.1780465,-0.044848197,-1,0,0,0,0
501.17661,26,30,10,0,0,0,0,0,CHO,Lignin,502.1838865,0.021341027,-1,0,0,0,0
501.1917867,30,30,7,0,0,0,0,0,CHO,Lignin,502.1990631,0.179578498,-1,0,0,0,0
501.20711,34,30,4,0,0,0,0,0,CHO,UnsatHC,502.2143865,0.045766351,-1,0,0,0,0
501.213005,27,34,9,0,0,0,0,0,CHO,Lignin,502.2202815,0.002436023,-1,0,0,0,0
501.2857767,29,42,7,0,0,0,0,0,CHO,Lignin,502.2930531,0.001133508,-1,3652677,0,0,0
501.31416,0,0,0,0,0,0,0,0,,None,502.3214365,0,-1,0,0,0,0
501.322133,30,46,6,0,0,0,0,0,CHO,Lipid,502.3294095,0.059208797,-1,18799696,3397913,16264925,0
502.05418,33,13,3,1,0,1,0,0,CHONS,ConHC,503.0614565,0.313106715,-1,0,0,0,0
502.07553,30,17,5,1,0,1,0,0,CHONS,ConHC,503.0828065,-0.125457438,-1,0,0,0,0
502.09057,34,17,2,1,0,1,0,0,CHONS,ConHC,503.0978465,0.304152008,-1,0,0,0,0
502.1118,31,21,4,1,0,1,0,0,CHONS,ConHC,503.1190765,0.104132048,-1,0,0,0,0
502.12246,27,22,9,0,1,0,0,0,CHO,ConHC,503.1297365,0.00134363,-1,0,0,0,0
502.126925,35,21,1,1,0,1,0,0,CHONS,ConHC,503.1342015,0.364762561,-1,0,0,0,0
502.13791,31,22,6,0,1,0,0,0,CHO,ConHC,503.1451865,-0.383965275,-1,0,0,0,0
502.14207,18,33,11,1,0,2,0,0,CHONS,AminoSugar,503.1493465,0.309690793,-1,0,0,0,0
502.14367,24,26,11,0,1,0,0,0,CHO,Lignin,503.1509465,-0.158901381,-1,0,0,0,0
502.148105,32,25,3,1,0,1,0,0,CHONS,ConHC,503.1553815,0.264127395,-1,0,0,0,0
502.15898,28,26,8,0,1,0,0,0,CHO,Lignin,503.1662565,-0.265951221,-1,0,0,0,0
502.163215,0,0,0,0,0,0,0,0,,None,503.1704915,0,-1,0,0,0,0
502.16933,29,29,5,1,0,1,0,0,CHONS,Lignin,503.1766065,0.074068865,-1,0,0,0,0
502.17986,25,30,10,0,1,0,0,0,CHO,Lignin,503.1871365,0.229646014,-1,0,0,0,0
502.195485,0,0,0,0,0,0,0,0,,None,503.2027615,0,-1,0,0,0,0
502.28915,28,42,7,0,1,0,0,0,CHO,Lignin,503.2964265,-0.035617539,-1,0,0,0,0
502.293715,0,0,0,0,0,0,0,0,,None,503.3009915,0,-1,0,0,0,0
502.325505,29,46,6,0,1,0,0,0,CHO,Lipid,503.3327815,0.024993643,-1,6319520,0,5097483,0
503.02582,25,12,12,0,0,0,0,0,CHO,ConHC,504.0330965,-0.437702368,-1,0,0,0,0
503.0467,22,16,14,0,0,0,0,0,CHO,ConHC,504.0539765,0.057049684,-1,3024528,0,0,0
503.0619,26,16,11,0,0,0,0,0,CHO,ConHC,504.0691765,0.168409068,-1,0,0,0,0
503.07734,30,16,8,0,0,0,0,0,CHO,ConHC,504.0846165,-0.19634894,-1,0,0,0,0
503.0831025,23,20,13,0,0,0,0,0,CHO,Lignin,504.090379,0.023333951,-1,5156509,0,2658542,0
503.0982425,27,20,10,0,0,0,0,0,CHO,ConHC,504.105519,0.253709026,-1,0,0,0,0
503.113515,31,20,7,0,0,0,0,0,CHO,ConHC,504.1207915,0.221236303,-1,0,0,0,0
503.1195012,24,24,12,0,0,0,0,0,CHO,Lignin,504.1267776,-0.002768283,-1,4388521,2492245,4468985,2787655
503.12855,0,0,0,0,0,0,0,0,,None,504.1358265,0,-1,0,0,0,0
503.1347143,28,24,9,0,0,0,0,0,CHO,Lignin,504.1419908,0.082549572,-1,0,0,0,0
503.14062,21,28,14,0,0,0,0,0,CHO,Tannin,504.1478965,0.018132219,-1,0,2631516,2900223,0
503.14122,0,0,0,0,0,0,0,0,,None,504.1484965,0,-1,0,0,0,0
503.15004,32,24,6,0,0,0,0,0,CHO,ConHC,504.1573165,-0.055466576,-1,0,0,0,0
503.153665,0,0,0,0,0,0,0,0,,None,504.1609415,0,-1,0,0,0,0
503.1558664,25,28,11,0,0,0,0,0,CHO,Lignin,504.1631428,0.037510445,-1,2792117,0,2650372,0
503.1617541,18,32,16,0,0,0,0,0,CHO,Carb,504.1690305,0.008826967,-1,3767991,9104227,14266629,12459347
503.1711083,29,28,8,0,0,0,0,0,CHO,Lignin,504.1783848,0.065602548,-1,0,0,0,0
503.17772,0,0,0,0,0,0,0,0,,None,504.1849965,0,-1,0,0,0,0
503.18635,33,28,5,0,0,0,0,0,CHO,Lignin,504.1936265,0.094293973,-1,0,0,0,0
503.192274,26,32,10,0,0,0,0,0,CHO,Lignin,504.1995505,-0.006383742,-1,0,0,0,0
503.2074433,30,32,7,0,0,0,0,0,CHO,Lignin,504.2147198,0.165766058,-1,0,0,0,0
503.26505,28,40,8,0,0,0,0,0,CHO,Lignin,504.2723265,-0.016273112,-1,0,0,0,0
503.29675,0,0,0,0,0,0,0,0,,None,504.3040265,0,-1,0,0,0,0
503.30146,29,44,7,0,0,0,0,0,CHO,Lipid,504.3087365,-0.064840796,-1,4990693,0,0,0
503.32985,0,0,0,0,0,0,0,0,,None,504.3371265,0,-1,0,0,0,0
503.3378125,30,48,6,0,0,0,0,0,CHO,Lipid,504.345089,0.000607758,-1,7155441,0,10625338,0
504.03346,32,11,4,1,0,1,0,0,CHONS,ConHC,505.0407365,0.281303685,-1,0,0,0,0
504.06999,33,15,3,1,0,1,0,0,CHONS,ConHC,505.0772665,-0.004799028,-1,0,0,0,0
504.090905,30,19,5,1,0,1,0,0,CHONS,ConHC,505.0981815,0.419618854,-1,0,0,0,0
504.10634,34,19,2,1,0,1,0,0,CHONS,ConHC,505.1136165,0.065495007,-1,0,0,0,0
504.12278,23,24,12,0,1,0,0,0,CHO,Lignin,505.1300565,0.147697645,-1,0,0,0,0
504.1273,31,23,4,1,0,1,0,0,CHONS,ConHC,505.1345765,0.400794223,-1,0,0,0,0
504.142466,0,0,0,0,0,0,0,0,,None,505.1497425,0,-1,0,0,0,0
504.15351,31,24,6,0,1,0,0,0,CHO,ConHC,505.1607865,-0.283327772,-1,0,0,0,0
504.15714,0,0,0,0,0,0,0,0,,None,505.1644165,0,-1,0,0,0,0
504.159275,24,28,11,0,1,0,0,0,CHO,Lignin,505.1665515,-0.069060748,-1,0,0,0,0
504.1635675,0,0,0,0,0,0,0,0,,None,505.170844,0,-1,0,0,0,0
504.165292,17,32,16,0,1,0,0,0,CHO,Carb,505.1725685,-0.353638125,-1,0,0,3226163,0
504.17456,28,28,8,0,1,0,0,0,CHO,Lignin,505.1818365,-0.126199074,-1,0,0,0,0
504.17887,0,0,0,0,0,0,0,0,,None,505.1861465,0,-1,0,0,0,0
504.21094,29,32,7,0,1,0,0,0,CHO,Lignin,505.2182165,-0.115291132,-1,0,0,0,0
504.309305,0,0,0,0,0,0,0,0,,None,505.3165815,0,-1,0,0,0,0
504.3412133,29,48,6,0,1,0,0,0,CHO,Lipid,505.3484898,-0.090410903,-1,0,0,4149864,0
505.0412533,25,14,12,0,0,0,0,0,CHO,ConHC,506.0485298,-0.007678341,-1,0,0,0,0
505.0623825,22,18,14,0,0,0,0,0,CHO,Lignin,506.069659,-0.007271094,-1,7893295,0,3937089,0
505.077565,26,18,11,0,0,0,0,0,CHO,ConHC,506.0848415,0.138225875,-1,0,0,0,0
505.09038,34,18,3,0,0,1,0,0,CHOS,ConHC,506.0976565,0.017125588,-1,0,0,0,0
505.09279,30,18,8,0,0,0,0,0,CHO,ConHC,506.1000665,0.199738602,-1,0,0,0,0
505.09875,23,22,13,0,0,0,0,0,CHO,Lignin,506.1060265,0.028307547,-1,5413179,0,2928460,0
505.11403,27,22,10,0,0,0,0,0,CHO,Lignin,506.1213065,-0.018848604,-1,0,0,0,0
505.12457,0,0,0,0,0,0,0,0,,None,506.1318465,0,-1,0,0,0,0
505.1292975,31,22,7,0,0,0,0,0,CHO,ConHC,506.136574,-0.041305017,-1,0,0,0,0
505.1351478,24,26,12,0,0,0,0,0,CHO,Lignin,506.1424242,0.004102936,-1,4505927,3030488,5024599,3706788
505.14451,35,22,4,0,0,0,0,0,CHO,ConHC,506.1517865,0.044902973,-1,0,0,0,0
505.1503625,28,26,9,0,0,0,0,0,CHO,Lignin,506.157639,0.085875657,-1,0,0,0,0
505.1562975,21,30,14,0,0,0,0,0,CHO,Tannin,506.163574,-0.036143415,-1,0,2786783,3258205,0
505.15684,0,0,0,0,0,0,0,0,,None,506.1641165,0,-1,0,0,0,0
505.1656033,32,26,6,0,0,0,0,0,CHO,Lignin,506.1728798,0.116100623,-1,0,0,0,0
505.171516,25,30,11,0,0,0,0,0,CHO,Lignin,506.1787925,0.038206302,-1,2863443,0,2893665,0
505.17841,0,0,0,0,0,0,0,0,,None,506.1856865,0,-1,0,0,0,0
