,A,B,C,D,E,F
515,Polyketides,Anthraquinones,Anthraquinone type,C10316  Chrysophanol 8-O-beta-D-glucoside,C10316,C21H20O9
516,Polyketides,Anthraquinones,Anthraquinone type,C10312  Danthron,C10312,C14H8O4
517,Polyketides,Anthraquinones,Anthraquinone type,C10327  Digiferrugineol,C10327,C15H10O4
518,Polyketides,Anthraquinones,Anthraquinone type,C10334  Dothistromin,C10334,C18H12O9
519,Polyketides,Anthraquinones,Anthraquinone type,C10343  Emodin,C10343,C15H10O5
520,Polyketides,Anthraquinones,Anthraquinone type,C10345  Emodin 8-glucoside,C10345,C21H20O10
521,Polyketides,Anthraquinones,Anthraquinone type,C10311  7-Chloroemodin,C10311,C15H9ClO5
522,Polyketides,Anthraquinones,Anthraquinone type,C10360  2-Isoprenylemodin,C10360,C20H18O5
523,Polyketides,Anthraquinones,Anthraquinone type,C10346  Frangulin A,C10346,C21H20O9
524,Polyketides,Anthraquinones,Anthraquinone type,C10349  Frangulin B,C10349,C20H18O9
525,Polyketides,Anthraquinones,Anthraquinone type,C16802  Glucofrangulin A,C16802,C27H30O14
526,Polyketides,Anthraquinones,Anthraquinone type,C16803  Glucofrangulin B,C16803,C26H28O14
527,Polyketides,Anthraquinones,Anthraquinone type,C10354  2-Hydroxymethylanthraquinone,C10354,C15H10O3
528,Polyketides,Anthraquinones,Anthraquinone type,"C10329  1,4-Dihydroxy-2-methylanthraquinone",C10329,C15H10O4
529,Polyketides,Anthraquinones,Anthraquinone type,C10365  Knipholone,C10365,C24H18O8
530,Polyketides,Anthraquinones,Anthraquinone type,C10369  Lucidin,C10369,C15H10O5
531,Polyketides,Anthraquinones,Anthraquinone type,C10370  Lucidin omega-methyl ether,C10370,C16H12O5
532,Polyketides,Anthraquinones,Anthraquinone type,C17040  Obtusin,C17040,C18H16O7
533,Polyketides,Anthraquinones,Anthraquinone type,C17039  Obtusifolin,C17039,C16H12O5
534,Polyketides,Anthraquinones,Anthraquinone type,C10381  Obtusifolin 2-glucoside,C10381,C22H22O10
535,Polyketides,Anthraquinones,Anthraquinone type,C17669  Chryso-obtusin,C17669,C19H18O7
536,Polyketides,Anthraquinones,Anthraquinone type,C10313  Chryso-obtusin glucoside,C10313,C25H28O12
537,Polyketides,Anthraquinones,Anthraquinone type,C10374  Morindaparvin A,C10374,C15H8O4
538,Polyketides,Anthraquinones,Anthraquinone type,C10376  Morindone,C10376,C15H10O5
539,Polyketides,Anthraquinones,Anthraquinone type,C10379  Norobtusifolin,C10379,C15H10O5
540,Polyketides,Anthraquinones,Anthraquinone type,C17045  Physcion,C17045,C16H12O5
541,Polyketides,Anthraquinones,Anthraquinone type,C10382  Physcion 8-gentiobioside,C10382,C28H32O15
542,Polyketides,Anthraquinones,Anthraquinone type,C10384  Physcion 8-glucoside,C10384,C22H22O10
543,Polyketides,Anthraquinones,Anthraquinone type,C10395  Purpurin,C10395,C14H8O5
544,Polyketides,Anthraquinones,Anthraquinone type,C10397  Purpurin 1-methyl ether,C10397,C15H10O5
545,Polyketides,Anthraquinones,Anthraquinone type,C10394  Pseudopurpurin,C10394,C15H8O7
546,Polyketides,Anthraquinones,Anthraquinone type,C01448  Questin,C01448,C16H12O5
547,Polyketides,Anthraquinones,Anthraquinone type,C17811  Questinol,C17811,C16H12O6
548,Polyketides,Anthraquinones,Anthraquinone type,C10401  Rhein,C10401,C15H8O6
549,Polyketides,Anthraquinones,Anthraquinone type,C10402  Rubiadin,C10402,C15H10O4
550,Polyketides,Anthraquinones,Anthraquinone type,C10405  Tectoquinone,C10405,C15H10O2
551,Polyketides,Anthraquinones,Anthraquinone type,C10407  Ventinone A,C10407,C17H14O6
552,Polyketides,Pyrones,Xanthenes,C10052  Athyriol,C10052,C14H10O6
553,Polyketides,Pyrones,Xanthenes,C10069  Isoathyriol,C10069,C14H10O6
554,Polyketides,Pyrones,Xanthenes,C10053  Bellidifolin,C10053,C14H10O6
555,Polyketides,Pyrones,Xanthenes,C10054  Calophyllin B,C10054,C18H16O4
556,Polyketides,Pyrones,Xanthenes,C10055  Dehydrocycloguanandin,C10055,C18H14O4
557,Polyketides,Pyrones,Xanthenes,C10056  Demethylbellidifolin,C10056,C13H8O6
558,Polyketides,Pyrones,Xanthenes,C10059  6-Deoxyjacareubin,C10059,C18H14O5
559,Polyketides,Pyrones,Xanthenes,"C10060  3,5-Dimethoxy-1,6-dihydroxyxanthone",C10060,C15H12O6
560,Polyketides,Pyrones,Xanthenes,C10061  Euxanthone,C10061,C13H8O4
561,Polyketides,Pyrones,Xanthenes,C10063  Gartanin,C10063,C23H24O6
562,Polyketides,Pyrones,Xanthenes,C10064  Gentiacaulein,C10064,C15H12O6
563,Polyketides,Pyrones,Xanthenes,C10065  Gentisein,C10065,C13H8O5
564,Polyketides,Pyrones,Xanthenes,C10070  Isogentisin,C10070,C14H10O5
565,Polyketides,Pyrones,Xanthenes,C10067  Irisxanthone,C10067,C20H20O11
566,Polyketides,Pyrones,Xanthenes,C10071  1-Isomangostin,C10071,C24H26O6
567,Polyketides,Pyrones,Xanthenes,C10074  Jacareubin,C10074,C18H14O6
568,Polyketides,Pyrones,Xanthenes,C10075  Lancerin,C10075,C19H18O10
569,Polyketides,Pyrones,Xanthenes,C10076  Macluraxanthone,C10076,C23H22O6
570,Polyketides,Pyrones,Xanthenes,C10077  Mangiferin,C10077,C19H18O11
571,Polyketides,Pyrones,Xanthenes,C10080  Mangostin,C10080,C24H26O6
572,Polyketides,Pyrones,Xanthenes,C10081  Mesuaxanthone A,C10081,C14H10O5
573,Polyketides,Pyrones,Xanthenes,C10082  Mesuaxanthone B,C10082,C13H8O5
574,Polyketides,Pyrones,Xanthenes,C10083  2-O-Methylswertianin,C10083,C15H12O6
575,Polyketides,Pyrones,Xanthenes,C10086  Norathyriol,C10086,C13H8O6
576,Polyketides,Pyrones,Xanthenes,C10087  Norlichexanthone,C10087,C14H10O5
577,Polyketides,Pyrones,Xanthenes,C10088  Norswertianin,C10088,C13H8O6
578,Polyketides,Pyrones,Xanthenes,C10089  Norswertianolin,C10089,C19H18O11
579,Polyketides,Pyrones,Xanthenes,C10090  Psorospermin,C10090,C19H16O6
580,Polyketides,Pyrones,Xanthenes,C10091  Swerchirin,C10091,C15H12O6
581,Polyketides,Pyrones,Xanthenes,C10092  Swertianin,C10092,C14H10O6
582,Polyketides,Pyrones,Xanthenes,C10093  Swertianolin,C10093,C20H20O11
583,Polyketides,Pyrones,Xanthenes,"C10094  1,3,5-Trihydroxyxanthone",C10094,C13H8O5
584,Polyketides,Pyrones,Xanthenes,C10095  Tripteroside,C10095,C19H18O11
585,Polyketides,Others,Phloroglucinols,C20206  Albaspidin BB,C20206,C25H32O8
586,Polyketides,Others,Phloroglucinols,C10672  Aspidin,C10672,C25H32O8
587,Polyketides,Others,Phloroglucinols,C10673  Aspidinol,C10673,C12H16O4
588,Polyketides,Others,Phloroglucinols,C20207  Grandinol,C20207,C13H16O5
589,Polyketides,Others,Phloroglucinols,C10695  Humulone,C10695,C21H30O5
590,Polyketides,Others,Phloroglucinols,C10704  alpha-Kosin,C10704,C25H32O8
591,Polyketides,Others,Phloroglucinols,C10706  Lupulone,C10706,C26H38O4
592,Polyketides,Others,Phloroglucinols,C10721  Rottlerin,C10721,C30H28O8
593,Fatty acids related compounds,Fatty acids,Others,C20213  Annonacin,C20213,C35H64O7
594,Fatty acids related compounds,Fatty acids,Others,C08467  Asimicin,C08467,C37H66O7
595,Fatty acids related compounds,Fatty acids,Others,C08282  Chaulmoogric acid,C08282,C18H32O2
596,Fatty acids related compounds,Fatty acids,Others,C16795  Hydnocarpic acid,C16795,C16H28O2
597,Fatty acids related compounds,Fatty acids,Others,C08491  Jasmonate,C08491,C12H18O3
598,Fatty acids related compounds,Fatty acids,Others,C08321  Malvalic acid,C08321,C18H32O2
599,Fatty acids related compounds,Fatty acids,Others,C08366  Sterculic acid,C08366,C19H34O2
600,Fatty acids related compounds,Fatty acids,Others,C08572  Uvaricin,C08572,C39H68O7
601,Fatty acids related compounds,Fatty acids,Others,C08368  Vernolic acid,C08368,C18H32O3
602,Amino acid related compounds,Betalains,Others,C08538  Betalamic acid,C08538,C9H9NO5
603,Amino acid related compounds,Betalains,Others,C08563  Muscapurpurin,C08563,C18H14N2O10
604,Amino acid related compounds,Cyanogenic glucosides,Others,C01418  Cycasin,C01418,C8H16N2O7
605,Amino acid related compounds,Cyanogenic glucosides,Others,C08512  Ranunculin,C08512,C11H16O8
606,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C05837  Glucobrassicin,C05837,C16H20N2O9S2
607,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C08424  Neoglucobrassicin,C08424,C17H22N2O10S2
608,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C08428  (N-Sulfoindol-3-yl)methylglucosinolate,C08428,C16H20N2O12S3
609,Amino acid related compounds,Others,Capsaicinoids and derivatives,C06866  Capsaicin,C06866,C18H27NO3
610,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20203  Capsiate,C20203,C18H26O4
611,Amino acid related compounds,Others,Capsaicinoids and derivatives,C16952  Dihydrocapsaicin,C16952,C18H29NO3
612,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20215  Homocapsaicin,C20215,C19H29NO3
613,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20216  Nordihydrocapsaicin,C20216,C17H27NO3
614,Others,Naphthoquinones,alpha-Naphthoquinones,C10368  Lawsone,C10368,C10H6O3
615,Others,Naphthoquinones,alpha-Naphthoquinones,C03840  Juglone,C03840,C10H6O3
616,Others,Naphthoquinones,alpha-Naphthoquinones,C10366  Lapachol,C10366,C15H14O3
617,Others,Naphthoquinones,alpha-Naphthoquinones,C10325  Deoxylapachol,C10325,C15H14O2
618,Others,Naphthoquinones,alpha-Naphthoquinones,C10335  Droserone,C10335,C11H8O4
619,Others,Naphthoquinones,alpha-Naphthoquinones,C10398  Ramentaceone,C10398,C11H8O3
620,Others,Naphthoquinones,alpha-Naphthoquinones,C17412  Shikonin,C17412,C16H16O5
621,Others,Tannins and galloyl derivatives,Miscellaneous galloyl derivatives,C10242  Terminalin,C10242,C28H10O16
622,Others,Others,Others,C16913  Anemonin,C16913,C10H8O4
623,Others,Others,Others,C19515  Braxin C,C19515,C20H30O8
624,Others,Others,Others,C07090  Protoanemonin,C07090,C5H4O2
625,Others,Others,Others,C08287  Hypoglycin,C08287,C7H11NO2
626,Others,Others,Others,C08280  Hypoglycin B,C08280,C12H18N2O5
627,Others,Others,Others,C10839  Urushiol III,C10839,C21H32O2
