,A,B,C,D,E,F
505,Hormones and transmitters,Peptide hormones,Gastrin-releasing peptide [KO:K05224],C16115  Gastrin-releasing peptide,C16115,
506,Hormones and transmitters,Peptide hormones,Melanin-concentrating hormone [KO:K05229],C16030  Melanin-concentrating hormone,C16030,
507,Hormones and transmitters,Peptide hormones,Oxytocin [KO:K05243],C00746  Oxytocin,C00746,C43H66N12O12S2
508,Hormones and transmitters,Peptide hormones,Arginine vasopressin [KO:K05242],C13662  Arg-vasopressin,C13662,C46H65N15O12S2
509,Hormones and transmitters,Peptide hormones,Melanotropin [KO:K05228],C02758  alpha-Melanotropin,C02758,
510,Hormones and transmitters,Peptide hormones,Melanotropin [KO:K05228],C16136  beta-Melanotropin,C16136,
511,Hormones and transmitters,Peptide hormones,Melanotropin [KO:K05228],C16137  gamma-Melanotropin,C16137,
512,Hormones and transmitters,Peptide hormones,Corticotropin [KO:K05228],C02017  Corticotropin,C02017,
513,Hormones and transmitters,Peptide hormones,Growth hormone [KO:K05438],C18181  Growth hormone,C18181,
514,Hormones and transmitters,Peptide hormones,Prolactin [KO:K05439],C18201  Prolactin,C18201,
515,Hormones and transmitters,Peptide hormones,Thyroid stimulating hormone [KO:K05251 K08522],C18182  Thyroid stimulating hormone,C18182,
516,Hormones and transmitters,Peptide hormones,Luteinizing hormone [KO:K08521 K08522],C18183  Luteinizing hormone,C18183,
517,Hormones and transmitters,Peptide hormones,Follicle stimulating hormone [KO:K05250 K08522],C18184  Follicle stimulating hormone,C18184,
518,Hormones and transmitters,Peptide hormones,beta-Endorphin [KO:K05228],C02210  beta-Endorphin,C02210,
519,Hormones and transmitters,Peptide hormones,Enkephalin [KO:K18832],C11684  Met-enkephalin,C11684,C27H35N5O7S
520,Hormones and transmitters,Peptide hormones,Enkephalin [KO:K18832],C16041  Leu-enkephalin,C16041,
521,Hormones and transmitters,Peptide hormones,Dynorphin [KO:K15840],C01574  Dynorphin A,C01574,
522,Hormones and transmitters,Peptide hormones,Dynorphin [KO:K15840],C16135  Dynorphin B,C16135,
523,Hormones and transmitters,Peptide hormones,Chorionic gonadotropin [KO:K10045 K08522],C18185  Chorionic gonadotropin,C18185,
524,Hormones and transmitters,Peptide hormones,Calcitonin [KO:K12332],C06865  Calcitonin,C06865,C145H240N44O48S2
525,Hormones and transmitters,Peptide hormones,Parathyroid hormone [KO:K05261],C16051  Parathyroid hormone,C16051,
526,Hormones and transmitters,Peptide hormones,Atrial natriuretic peptide [KO:K12334],C16003  Atrial natriuretic peptide,C16003,
527,Hormones and transmitters,Peptide hormones,Brain natriuretic peptide [KO:K12335],C16004  Brain natriuretic peptide,C16004,
528,Hormones and transmitters,Peptide hormones,C-Type natriuretic peptide [KO:K12336],C16005  C-Type natriuretic peptide,C16005,
529,Hormones and transmitters,Peptide hormones,Endothelin [KO:K05227],C16010  Endothelin-1,C16010,
530,Hormones and transmitters,Peptide hormones,Endothelin [KO:K05227],C16012  Endothelin-2,C16012,
531,Hormones and transmitters,Peptide hormones,Endothelin [KO:K05227],C16013  Endothelin-3,C16013,
532,Hormones and transmitters,Peptide hormones,Glucagon [KO:K05259],C01501  Glucagon,C01501,C153H225N43O49S
533,Hormones and transmitters,Peptide hormones,Insulin [KO:K04526],C00723  Insulin,C00723,
534,Hormones and transmitters,Peptide hormones,Amylin [KO:K08039],C16130  Amylin,C16130,
535,Hormones and transmitters,Peptide hormones,Peptide YY [KO:K05233],C16118  Peptide YY,C16118,
536,Hormones and transmitters,Peptide hormones,Gastrin [KO:K13768],C18186  Gastrin-14,C18186,
537,Hormones and transmitters,Peptide hormones,Gastrin [KO:K13768],C16113  Gastrin-17,C16113,
538,Hormones and transmitters,Peptide hormones,Gastrin [KO:K13768],C18187  Gastrin-34,C18187,
539,Hormones and transmitters,Peptide hormones,Ghrelin [KO:K05254],C16025  Ghrelin,C16025,
540,Hormones and transmitters,Peptide hormones,Cholecystokinin [KO:K05226],C16114  Cholecystokinin-8,C16114,
541,Hormones and transmitters,Peptide hormones,Cholecystokinin [KO:K05226],C16133  Cholecystokinin-33,C16133,
542,Hormones and transmitters,Peptide hormones,Incretin [KO:K05258 K05259],C15906  Gastric inhibitory peptide,C15906,
543,Hormones and transmitters,Peptide hormones,Incretin [KO:K05258 K05259],C16048  Glucagon-like peptide 1,C16048,
544,Hormones and transmitters,Peptide hormones,Motilin [KO:K05265],C16047  Motilin,C16047,
545,Hormones and transmitters,Peptide hormones,Secretin [KO:K05263],C13523  Secretin,C13523,C128H216N44O38(R1)(R2)
546,Hormones and transmitters,Peptide hormones,Thymosin alpha [KO:K13784],C16065  Thymosin alpha-1,C16065,
547,Hormones and transmitters,Peptide hormones,Thymosin beta-4 [KO:K05764],C16066  Thymosin beta-4,C16066,
548,Hormones and transmitters,Peptide hormones,Thymosin beta-10 [KO:K13785],C16067  Thymosin beta-10,C16067,
549,Hormones and transmitters,Peptide hormones,Insulin-like growth factor 1 [KO:K05459],C16131  Insulin-like growth factor I,C16131,
550,Hormones and transmitters,Peptide hormones,Insulin-like growth factor 2 [KO:K13769],C16132  Insulin-like growth factor II,C16132,
551,Hormones and transmitters,Peptide hormones,Erythropoietin [KO:K05437],C18200  Erythropoietin,C18200,
552,Hormones and transmitters,Peptide hormones,Angiotensin [KO:K09821],C00873  Angiotensin I,C00873,C62H89N17O14
553,Hormones and transmitters,Peptide hormones,Angiotensin [KO:K09821],C02135  Angiotensin II,C02135,C50H71N13O12
554,Hormones and transmitters,Peptide hormones,Angiotensin [KO:K09821],C15848  Angiotensin III,C15848,C46H66N12O9
555,Hormones and transmitters,Peptide hormones,Angiotensin [KO:K09821],C15849  Angiotensin IV,C15849,C40H54N8O8
556,Hormones and transmitters,Peptide hormones,Bradykinin [KO:K03898],C00306  Bradykinin,C00306,C50H73N15O11
557,Hormones and transmitters,Peptide hormones,Leptin [KO:K05424],C18188  Leptin,C18188,
558,Hormones and transmitters,Peptide hormones,Adiponectin [KO:K07296],C18189  Adiponectin,C18189,
559,Hormones and transmitters,Peptide hormones,Resistin [KO:K13438],C18190  Resistin,C18190,
560,Hormones and transmitters,Steroid hormones,Androgens,C00280  Androstenedione,C00280,C19H26O2
561,Hormones and transmitters,Steroid hormones,Androgens,C05291  7alpha-Hydroxytestosterone,C05291,C19H28O3
562,Hormones and transmitters,Steroid hormones,Androgens,C00535  Testosterone,C00535,C19H28O2
563,Hormones and transmitters,Steroid hormones,Androgens,C01227  Dehydroepiandrosterone,C01227,C19H28O2
564,Hormones and transmitters,Steroid hormones,Androgens,C03917  Dihydrotestosterone,C03917,C19H30O2
565,Hormones and transmitters,Steroid hormones,Androgens,C04555  Dehydroepiandrosterone sulfate,C04555,C19H28O5S
566,Hormones and transmitters,Steroid hormones,Androgens,C05294  19-Hydroxytestosterone,C05294,C19H28O3
567,Hormones and transmitters,Steroid hormones,Estrogens,C00468  Estrone,C00468,C18H22O2
568,Hormones and transmitters,Steroid hormones,Estrogens,C00951  Estradiol-17beta,C00951,C18H24O2
569,Hormones and transmitters,Steroid hormones,Estrogens,C02538  Estrone 3-sulfate,C02538,C18H22O5S
570,Hormones and transmitters,Steroid hormones,Estrogens,C05141  Estriol,C05141,C18H24O3
571,Hormones and transmitters,Steroid hormones,Estrogens,C05300  16alpha-Hydroxyestrone,C05300,C18H22O3
572,Hormones and transmitters,Steroid hormones,Progestagens,C00410  Progesterone,C00410,C21H30O2
573,Hormones and transmitters,Steroid hormones,Progestagens,C01176  17alpha-Hydroxyprogesterone,C01176,C21H30O3
574,Hormones and transmitters,Steroid hormones,Progestagens,C01953  Pregnenolone,C01953,C21H32O2
575,Hormones and transmitters,Steroid hormones,Progestagens,C05138  17alpha-Hydroxypregnenolone,C05138,C21H32O3
576,Hormones and transmitters,Steroid hormones,Glucocorticoids,C00735  Cortisol,C00735,C21H30O5
577,Hormones and transmitters,Steroid hormones,Glucocorticoids,C00762  Cortisone,C00762,C21H28O5
578,Hormones and transmitters,Steroid hormones,Glucocorticoids,C05488  11-Deoxycortisol,C05488,C21H30O4
579,Hormones and transmitters,Steroid hormones,Glucocorticoids,C05470  Tetrahydrocortisone,C05470,C21H32O5
580,Hormones and transmitters,Steroid hormones,Glucocorticoids,C05497  21-Deoxycortisol,C05497,C21H30O4
581,Hormones and transmitters,Steroid hormones,Mineralocorticoids,C01124  18-Hydroxycorticosterone,C01124,C21H30O5
582,Hormones and transmitters,Steroid hormones,Mineralocorticoids,C01780  Aldosterone,C01780,C21H28O5
583,Hormones and transmitters,Steroid hormones,Mineralocorticoids,C02140  Corticosterone,C02140,C21H30O4
584,Hormones and transmitters,Steroid hormones,Mineralocorticoids,C03205  11-Deoxycorticosterone,C03205,C21H30O3
585,Hormones and transmitters,Steroid hormones,Mineralocorticoids,C05490  11-Dehydrocorticosterone,C05490,C21H28O4
586,Hormones and transmitters,Steroid hormones,Others,C01673  Calcitriol (Vitamin D),C01673,C27H44O3
587,Hormones and transmitters,Steroid hormones,Others,C00477  Ecdysone,C00477,C27H44O6
588,Hormones and transmitters,Other hormones,Melatonin,C01598  Melatonin,C01598,C13H16N2O2
589,Hormones and transmitters,Other hormones,Thyroid hormones,C01829  Thyroxine,C01829,C15H11I4NO4
590,Hormones and transmitters,Other hormones,Thyroid hormones,C02465  Triiodothyronine,C02465,C15H12I3NO4
591,Hormones and transmitters,Other hormones,Adrenalines,C00788  Adrenaline,C00788,C9H13NO3
592,Hormones and transmitters,Other hormones,Adrenalines,C00547  Noradrenaline,C00547,C8H11NO3
593,Hormones and transmitters,Other hormones,Dopamine,C03758  Dopamine,C03758,C8H11NO2
594,Hormones and transmitters,Other hormones,Histamine,C00388  Histamine,C00388,C5H9N3
595,Hormones and transmitters,Neurotransmitters [Fig],Acetylcholine,C01996  Acetylcholine,C01996,C7H16NO2
596,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C00037  Glycine,C00037,C2H5NO2
597,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C00049  Aspartate,C00049,C4H7NO4
598,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C00025  Glutamate,C00025,C5H9NO4
599,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C00334  GABA,C00334,C4H9NO2
600,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C00355  Dopa,C00355,C9H11NO4
601,Hormones and transmitters,Neurotransmitters [Fig],Amino acids,C01829  Thyroxine,C01829,C15H11I4NO4
602,Hormones and transmitters,Neurotransmitters [Fig],Biogenic amines,C03758  Dopamine,C03758,C8H11NO2
603,Hormones and transmitters,Neurotransmitters [Fig],Biogenic amines,C00788  Epinephrine; Adrenaline,C00788,C9H13NO3
604,Hormones and transmitters,Neurotransmitters [Fig],Biogenic amines,C00547  Norepinephrine; Noradrenaline,C00547,C8H11NO3
605,Hormones and transmitters,Neurotransmitters [Fig],Biogenic amines,C00780  Serotonin,C00780,C10H12N2O
606,Hormones and transmitters,Neurotransmitters [Fig],Biogenic amines,C00388  Histamine,C00388,C5H9N3
607,Antibiotics,beta-Lactams [Fig],Penams,C05551  Penicillin G,C05551,C16H18N2O4S
608,Antibiotics,beta-Lactams [Fig],Penams,C06574  Ampicillin,C06574,C16H19N3O4S
609,Antibiotics,beta-Lactams [Fig],Cephems,C00916  Cephalosporin C,C00916,C16H21N3O8S
610,Antibiotics,beta-Lactams [Fig],Cephems,C06566  Cephamycin C,C06566,C16H22N4O9S
611,Antibiotics,beta-Lactams [Fig],Cephems,C06880  Cefazolin,C06880,C14H14N8O4S3
612,Antibiotics,beta-Lactams [Fig],Cephems,C06683  Ceftriaxone,C06683,C18H18N8O7S3
613,Antibiotics,beta-Lactams [Fig],Clavams,C06662  Clavulanic acid,C06662,C8H9NO5
614,Antibiotics,beta-Lactams [Fig],Carbapenems,C06664  Thienamycin,C06664,C11H16N2O4S
615,Antibiotics,beta-Lactams [Fig],Carbapenems,C06665  Imipenem,C06665,C12H17N3O4S
616,Antibiotics,beta-Lactams [Fig],Monobactams,C01941  Nocardicin A,C01941,C23H24N4O9
617,Antibiotics,beta-Lactams [Fig],Monobactams,C06840  Aztreonam,C06840,C13H17N5O8S2
618,Antibiotics,Aminoglycosides [Fig],Streptidines,C00413  Streptomycin,C00413,C21H39N7O12
619,Antibiotics,Aminoglycosides [Fig],Actinamines,C02078  Spectinomycin,C02078,C14H24N2O7
620,Antibiotics,Aminoglycosides [Fig],2-Deoxystreptamines,C00304  Kanamycin,C00304,C18H33N3O10(R1)(R2)
621,Antibiotics,Aminoglycosides [Fig],2-Deoxystreptamines,C01918  Gentamicin C,C01918,C19H37N5O7(R1)(R2)
622,Antibiotics,Aminoglycosides [Fig],2-Deoxystreptamines,C01737  Neomycin B,C01737,C23H46N6O13
623,Antibiotics,Aminoglycosides [Fig],2-Deoxystreptamines,C17585  Butirosin A,C17585,C21H41N5O12
624,Antibiotics,Polyketides and nonribosomal peptides [Fig],Macrolides,C01912  Erythromycin,C01912,C37H67NO13
625,Antibiotics,Polyketides and nonribosomal peptides [Fig],Macrolides,C01946  Oleandomycin,C01946,C35H61NO12
626,Antibiotics,Polyketides and nonribosomal peptides [Fig],Macrolides,C01457  Tylosin,C01457,C46H77NO17
627,Antibiotics,Polyketides and nonribosomal peptides [Fig],Macrolides,C06690  Candicidin D,C06690,C59H84N2O18
628,Antibiotics,Polyketides and nonribosomal peptides [Fig],Ansamycins,C11222  Geldanamycin,C11222,C29H40N2O9
629,Antibiotics,Polyketides and nonribosomal peptides [Fig],Ansamycins,C12247  Rifamycin W,C12247,C35H45NO11
630,Antibiotics,Polyketides and nonribosomal peptides [Fig],Ansamycins,C06688  Rifampicin,C06688,C43H58N4O12
631,Antibiotics,Polyketides and nonribosomal peptides [Fig],Tetracyclines,C06570  Tetracycline,C06570,C22H24N2O8
632,Antibiotics,Polyketides and nonribosomal peptides [Fig],Tetracyclines,C06571  Chlortetracycline,C06571,C22H23ClN2O8
633,Antibiotics,Polyketides and nonribosomal peptides [Fig],Other polyketides,C01661  Adriamycin,C01661,C27H29NO11
634,Antibiotics,Polyketides and nonribosomal peptides [Fig],Other polyketides,C06691  Actinorhodine,C06691,C32H26O14
635,Antibiotics,Polyketides and nonribosomal peptides [Fig],Other polyketides,C06764  Tetranactin,C06764,C44H72O12
636,Antibiotics,Polyketides and nonribosomal peptides [Fig],Other polyketides,C06693  Monensin,C06693,C36H62O11
637,Antibiotics,Polyketides and nonribosomal peptides [Fig],Other polyketides,C06686  Griseofulvin,C06686,C17H17ClO6
638,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C06689  Vancomycin,C06689,C66H75Cl2N9O24
639,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C12046  Teicoplanin A2-2,C12046,C88H97Cl2N9O33
640,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C01895  Bleomycin B2,C01895,C55H84N20O21S2
641,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C15482  Bacitracin A,C15482,C66H103N17O16S
642,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C06684  Valinomycin,C06684,C54H90N6O18
643,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C11612  Polymyxin B,C11612,C55H95N16O13R
644,Antibiotics,Polyketides and nonribosomal peptides [Fig],Non-ribosomal peptides,C06770  Actinomycin D,C06770,C62H86N12O16
645,Antibiotics,Quinolones [Fig],4-Quinolones,C05079  Nalidixic acid,C05079,C12H12N2O3
646,Antibiotics,Quinolones [Fig],Fluoroquinolones,C06687  Norfloxacin,C06687,C16H18FN3O3
647,Antibiotics,Others [Fig],Pure sugars,C06763  Nojirimycin,C06763,C6H13NO5
648,Antibiotics,Others [Fig],Glycolipids,C06765  Flavomycin,C06765,C69H107N4O35P
649,Antibiotics,Others [Fig],Amino acid derivatives,C06682  Cycloserine,C06682,C3H6N2O2
650,Antibiotics,Others [Fig],Peptide nucleosides,C06692  Polyoxin B,C06692,C17H25N5O13
651,Antibiotics,Others [Fig],Cycloalkane derivatives,C06685  Cycloheximide,C06685,C15H23NO4
652,Antibiotics,Others [Fig],Steroids,C06694  Fusidic acid,C06694,C31H48O6
653,Antibiotics,Others [Fig],Aromatic compounds,C00918  Chloramphenicol,C00918,C11H12Cl2N2O5
654,Antibiotics,Others [Fig],Aromatic compounds,C05080  Novobiocin,C05080,C31H36N2O11
655,Antibiotics,Others [Fig],Aliphatic compounds,C06454  Fosfomycin,C06454,C3H7O4P
656,Antibiotics,Others [Fig],Quinones,C06681  Mitomycin,C06681,C15H18N4O5
657,Antibiotics,Others [Fig],Cyclic lactones,C06695  2-Oxazolidinone,C06695,C3H5NO2
0,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C00489  Pentanedioic acid,C00489,C5H8O4
1,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C02656  Heptanedioic acid,C02656,C7H12O4
2,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C02678  Dodecanedioic acid,C02678,C12H22O4
3,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C03981  2-Hydroxybut-2-enedioic acid,C03981,C4H4O5
4,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C05601  4-Hydroxy-2-oxoheptanedioic acid,C05601,C7H10O6
5,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,"C06201  2,4-Dihydroxyhept-2-enedioc acid",C06201,C7H10O6
6,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C08261  Nonanedioic acid,C08261,C9H16O4
7,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C08277  Decanedioic acid,C08277,C10H18O4
8,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0117 Dicarboxylic acids,C08278  Octanedioic acid,C08278,C8H14O4
9,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C13791  (6R,7S)-6,7-Epoxyoctadecanoic acid",C13791,C18H34O3
10,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14836  9,10-12,13-Diepoxyoctadecanoic acid",C14836,C18H32O4
11,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14834  (11E)-9,10-Epoxyoctadecenoic acid",C14834,C18H32O4
12,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14825  (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid",C14825,C18H32O3
13,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14826  (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid",C14826,C18H32O3
14,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16324  (9S)-(10E,12Z,15Z)-9,10-Epoxyoctadecatri-10,12,15-enoic acid",C16324,C18H28O3
15,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14832  (10E)-(9S,12R,13S)-12,13-Epoxy-9-hydroxyoctadec-10-enoic acid",C14832,C18H32O4
16,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14837  9,10-Dihydroxy-12,13-epoxyoctadecanoic acid",C14837,C18H34O5
17,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14831  (9Z,12Z)-(8R)-8-Hydroperoxyoctadeca-9,12-dienoic acid",C14831,C18H32O4
18,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14827  (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid",C14827,C18H32O4
19,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16341  (2R)-(9Z,12Z,15Z)-2-Hydroperoxyoctadecatri-9,12,15-enoic acid",C16341,C18H30O4
20,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16321  (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid",C16321,C18H30O4
21,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14762  (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid",C14762,C18H32O3
22,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14767  (10E,12Z)-(9S)-9-Hydroxyoctadeca-10,12-dienoic acid",C14767,C18H32O3
23,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16342  (2R)-(9Z,12Z,15Z)-2-Hydroxyoctadecatri-9,12,15-enoic acid",C16342,C18H30O3
24,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16326  (9S)-(10E,12Z,15Z)-9-Hydroxyoctadecatri-10,12,15-enoic acid",C16326,C18H30O3
25,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16316  (9Z,11E,14Z)-(13S)-13-Hydroxyoctadeca-9,11,14-trienoic acid",C16316,C18H30O3
26,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16346  (9Z,12Z,15Z)-17-Hydroxyoctadecatri-9,12,15-enoic acid",C16346,C18H30O3
27,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C15988  (9S,10S)-9,10-Dihydroxyoctadecanoic acid",C15988,C18H36O4
28,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14833  (10E)-(9S,12S,13S)-9,12,13-Trihydroxyoctadec-10-enoic acid",C14833,C18H34O5
29,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14835  (11E)-9,10,13-Trihydroxyoctadec-11-enoic acid",C14835,C18H34O5
30,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14765  (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid",C14765,C18H30O3
31,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C14766  (10E,12Z)-9-Oxooctadeca-10,12-dienoic acid",C14766,C18H30O3
32,FA  Fatty acyls,FA02 Octadecanoids,FA0200 Other Octadecanoids,"C16325  (11Z,15Z)-10-Oxo-11,15-phytodienoic acid",C16325,C18H28O3
33,FA  Fatty acyls,FA03 Eicosanoids,FA0300 Other Eicosanoids,"C13843  17R,18S-Epoxy-5Z,8Z,11Z,14Z-icosatetraenoic acid",C13843,C20H30O3
34,FA  Fatty acyls,FA07 Fatty esters,FA0708 Fatty acyl adenylates,C13825  O-Hexanoyl-adnosine monophosphate,C13825,C16H24N5O8P
35,FA  Fatty acyls,FA08 Fatty amides,FA0804 N-acyl ethanolamines (endocannabinoids),"C11695  N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-ethanolamine",C11695,C22H37NO2
36,FA  Fatty acyls,FA08 Fatty amides,FA0804 N-acyl ethanolamines (endocannabinoids),"C13828  N-(8Z,11Z,14Z-Eicosatrienoyl)-ethanolamine",C13828,C22H39NO2
37,FA  Fatty acyls,FA08 Fatty amides,FA0804 N-acyl ethanolamines (endocannabinoids),"C13829  N-(7Z,10Z,13Z,16Z-docosatetraenoyl)-ethanolamine",C13829,C24H41NO2
38,GL  Glycerolipids,GL03 Triradylglycerols,GL0305 Estolides,"C13867  1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol",C13867,C57H88O8
39,GP  Glycerophospholipids,GP20 Oxidized glycerophospholipids,GP2002 Oxidized glycerophosphoethanolamines,"C21482  1-Octadecanoyl-2-(15S-hydroxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",C21482,C43H78NO9P
40,GP  Glycerophospholipids,GP00 Other,,"C21482  1-Octadecanoyl-2-(15S-hydroxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",C21482,C43H78NO9P
41,SP  Sphingolipids,SP01 Sphingoid bases,SP0108 Sphingoid base analogs,C01747  Psychosine,C01747,C24H47NO7
42,SP  Sphingolipids,SP01 Sphingoid bases,SP0108 Sphingoid base analogs,C03858  D-Glucosyldihydrosphingosine,C03858,C24H49NO7
43,SP  Sphingolipids,SP02 Ceramides,SP0205 Ceramide 1-phosphates,C02960  Ceramide 1-phosphate,C02960,C19H37NO6PR
44,ST  Sterol lipids,ST01 Sterols,ST0115 Solanidines and alkaloid derivatives,C10826  Tomatidine,C10826,C27H45NO2
45,ST  Sterol lipids,ST01 Sterols,ST0115 Solanidines and alkaloid derivatives,C10822  Solasodine,C10822,C27H43NO2
46,ST  Sterol lipids,ST01 Sterols,ST0115 Solanidines and alkaloid derivatives,C06543  Solanidine,C06543,C27H43NO
47,ST  Sterol lipids,ST01 Sterols,ST0115 Solanidines and alkaloid derivatives,C10827  Tomatine,C10827,C50H83NO21
48,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C00735  Cortisol,C00735,C21H30O5
49,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C00762  Cortisone,C00762,C21H28O5
50,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C01124  18-Hydroxycorticosterone,C01124,C21H30O5
51,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C02140  Corticosterone,C02140,C21H30O4
52,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C02821  Cortisol 21-acetate,C02821,C23H32O6
53,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C02822  Cortisol 21-sulfate,C02822,C21H30O8S
54,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C03205  11-Deoxycorticosterone,C03205,C21H30O3
55,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives","C05469  4,5beta-Dihydrocortisone",C05469,C21H30O5
56,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives","C03588  4,5alpha-Dihydrocortisone",C03588,C21H30O5
57,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05028  Norethindrone,C05028,C20H26O2
58,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05470  Urocortisone,C05470,C21H32O5
59,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05472  Urocortisol,C05472,C21H34O5
60,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05476  Tetrahydrocorticosterone,C05476,C21H34O4
61,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05488  11-Deoxycortisol,C05488,C21H30O4
62,ST  Sterol lipids,ST02 Steroids,"ST0203 C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives",C05490  11-Dehydrocorticosterone,C05490,C21H28O4
